,content,sci,date
3385,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",QUEHANNA BOOTCAMP,7/18/2020
3386,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,7/18/2020
3387,"['', '', '', '', '', '', 'NEGATIVE 122 (100%)NEGATIVE 122 (100%)', '', '', 'NEGATIVE 122 (100%)NEGATIVE 122 (100%)', 'NEGATIVE 122 (100%)']",ROCKVIEW,7/18/2020
3388,"['', '', '', '', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', 'NEGATIVE 88 (100%)']",SMITHFIELD,7/18/2020
3389,"['', '', '', '', '', '', 'NEGATIVE 127 (100%)NEGATIVE 127 (100%)', '', '', 'NEGATIVE 127 (100%)NEGATIVE 127 (100%)', 'NEGATIVE 127 (100%)']",SOMERSET,7/18/2020
3390,"['', '', '', '', '', '', '', 'NEGATIVE 199 (99.5%)NEGATIVE 199 (99.5%)PENDING 1 (0.5%)PENDING 1 (0.5%)', '', '', '', 'NEGATIVE 199 (99.5%)NEGATIVE 199 (99.5%)', 'NEGATIVE 199 (99.5%)', 'PENDING 1 (0.5%)PENDING 1 (0.5%)', 'PENDING 1 (0.5%)']",WAYMART,7/18/2020
3391,"['', '', '', '', '', '', '', 'NEGATIVE 142 (97.93%)NEGATIVE 142 (97.93%)POSITIVE 3 (2.07%)POSITIVE 3 (2.07%)', '', '', '', 'NEGATIVE 142 (97.93%)NEGATIVE 142 (97.93%)', 'NEGATIVE 142 (97.93%)', 'POSITIVE 3 (2.07%)POSITIVE 3 (2.07%)', 'POSITIVE 3 (2.07%)']",ALBION,7/17/2020
3392,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 157 (98.13%)NEGATIVE 157 (98.13%)POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)1 (0.63%)RECOVERED', '', '', '', '', 'NEGATIVE 157 (98.13%)NEGATIVE 157 (98.13%)', 'NEGATIVE 157 (98.13%)', 'POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)', 'POSITIVE 1 (0.63%)', '1 (0.63%)', '', 'RECOVERED', '']",BENNER TOWNSHIP,7/17/2020
3393,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 211 (98.6%)NEGATIVE 211 (98.6%)POSITIVE 2 (0.93%)POSITIVE 2 (0.93%)1 (0.47%)RECOVERED', '', '', '', '', 'NEGATIVE 211 (98.6%)NEGATIVE 211 (98.6%)', 'NEGATIVE 211 (98.6%)', 'POSITIVE 2 (0.93%)POSITIVE 2 (0.93%)', 'POSITIVE 2 (0.93%)', '1 (0.47%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,7/17/2020
3394,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 1,779 (95.9%)NEGATIVE 1,779 (95.9%)POSITIVE 1 (0.05%)POSITIVE 1 (0.05%)74 (3.99%)PENDING', '', '', '', '', 'NEGATIVE 1,779 (95.9%)NEGATIVE 1,779 (95.9%)', 'NEGATIVE 1,779 (95.9%)', 'POSITIVE 1 (0.05%)POSITIVE 1 (0.05%)', 'POSITIVE 1 (0.05%)', '74 (3.99%)', '', 'PENDING', '']",CAMP HILL,7/17/2020
3395,"['', '', '', '', '', '', '']",CENTRAL OFFICE,7/17/2020
3396,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 301 (96.78%)NEGATIVE 301 (96.78%)POSITIVE 5 (1.61%)POSITIVE 5 (1.61%)5 (1.61%)RECOVERED', '', '', '', '', 'NEGATIVE 301 (96.78%)NEGATIVE 301 (96.78%)', 'NEGATIVE 301 (96.78%)', 'POSITIVE 5 (1.61%)POSITIVE 5 (1.61%)', 'POSITIVE 5 (1.61%)', '5 (1.61%)', '', 'RECOVERED', '']",CHESTER,7/17/2020
3397,"['', '', '', '', '', '', '', 'NEGATIVE 244 (98.39%)NEGATIVE 244 (98.39%)POSITIVE 4 (1.61%)POSITIVE 4 (1.61%)', '', '', '', 'NEGATIVE 244 (98.39%)NEGATIVE 244 (98.39%)', 'NEGATIVE 244 (98.39%)', 'POSITIVE 4 (1.61%)POSITIVE 4 (1.61%)', 'POSITIVE 4 (1.61%)']",COAL TOWNSHIP,7/17/2020
3398,"['', '', '', '', '', '', 'NEGATIVE 203 (100%)NEGATIVE 203 (100%)', '', '', 'NEGATIVE 203 (100%)NEGATIVE 203 (100%)', 'NEGATIVE 203 (100%)']",DALLAS,7/17/2020
3399,"['', '', '', '', '', '', '', 'NEGATIVE 200 (99.5%)NEGATIVE 200 (99.5%)POSITIVE 1 (0.5%)POSITIVE 1 (0.5%)', '', '', '', 'NEGATIVE 200 (99.5%)NEGATIVE 200 (99.5%)', 'NEGATIVE 200 (99.5%)', 'POSITIVE 1 (0.5%)POSITIVE 1 (0.5%)', 'POSITIVE 1 (0.5%)']",FAYETTE,7/17/2020
3400,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",FOREST,7/17/2020
3401,"['', '', '', '', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', 'NEGATIVE 112 (100%)']",FRACKVILLE,7/17/2020
3402,"['', '', '', '', '', '', '', 'NEGATIVE 147 (98.66%)NEGATIVE 147 (98.66%)POSITIVE 2 (1.34%)POSITIVE 2 (1.34%)', '', '', '', 'NEGATIVE 147 (98.66%)NEGATIVE 147 (98.66%)', 'NEGATIVE 147 (98.66%)', 'POSITIVE 2 (1.34%)POSITIVE 2 (1.34%)', 'POSITIVE 2 (1.34%)']",GREENE,7/17/2020
3403,"['', '', '', '', '', '', 'NEGATIVE 152 (100%)NEGATIVE 152 (100%)', '', '', 'NEGATIVE 152 (100%)NEGATIVE 152 (100%)', 'NEGATIVE 152 (100%)']",HOUTZDALE,7/17/2020
3404,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 180 (33.09%)NEGATIVE 180 (33.09%)POSITIVE 183 (33.64%)POSITIVE 183 (33.64%)176 (32.35%)RECOVERED 176 (32.35%)DEATH 5 (0.92%)DEATH 5 (0.92%)RECOVEREDRECOVERED 176 (32.35%)', '', '', '', '', '', 'NEGATIVE 180 (33.09%)NEGATIVE 180 (33.09%)', 'NEGATIVE 180 (33.09%)', 'POSITIVE 183 (33.64%)POSITIVE 183 (33.64%)', 'POSITIVE 183 (33.64%)', '176 (32.35%)RECOVERED 176 (32.35%)', 'RECOVERED 176 (32.35%)', 'DEATH 5 (0.92%)DEATH 5 (0.92%)', 'DEATH 5 (0.92%)', 'RECOVEREDRECOVERED 176 (32.35%)', 'RECOVERED 176 (32.35%)']",HUNTINGDON,7/17/2020
3405,"['', '', '', '', '', '', '', 'NEGATIVE 177 (98.88%)NEGATIVE 177 (98.88%)PENDING 2 (1.12%)PENDING 2 (1.12%)', '', '', '', 'NEGATIVE 177 (98.88%)NEGATIVE 177 (98.88%)', 'NEGATIVE 177 (98.88%)', 'PENDING 2 (1.12%)PENDING 2 (1.12%)', 'PENDING 2 (1.12%)']",LAUREL HIGHLANDS,7/17/2020
3406,"['', '', '', '', '', '', 'NEGATIVE 135 (100%)NEGATIVE 135 (100%)', '', '', 'NEGATIVE 135 (100%)NEGATIVE 135 (100%)', 'NEGATIVE 135 (100%)']",MAHANOY,7/17/2020
3407,"['', '', '', '', '', '', 'NEGATIVE 138 (100%)NEGATIVE 138 (100%)', '', '', 'NEGATIVE 138 (100%)NEGATIVE 138 (100%)', 'NEGATIVE 138 (100%)']",MERCER,7/17/2020
3408,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 310 (99.04%)NEGATIVE 310 (99.04%)POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)1 (0.32%)RECOVERED', '', '', '', '', 'NEGATIVE 310 (99.04%)NEGATIVE 310 (99.04%)', 'NEGATIVE 310 (99.04%)', 'POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)', 'POSITIVE 2 (0.64%)', '1 (0.32%)', '', 'RECOVERED', '']",MUNCY,7/17/2020
3409,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 337 (78.55%)NEGATIVE 337 (78.55%)49 (11.42%)POSITIVE 49 (11.42%)RECOVERED 39 (9.09%)RECOVERED 39 (9.09%)4 (0.93%)DEATH 4 (0.93%)POSITIVEPOSITIVE 49 (11.42%)DEATHDEATH 4 (0.93%)', '', '', '', '', '', 'NEGATIVE 337 (78.55%)NEGATIVE 337 (78.55%)', 'NEGATIVE 337 (78.55%)', '49 (11.42%)POSITIVE 49 (11.42%)', 'POSITIVE 49 (11.42%)', 'RECOVERED 39 (9.09%)RECOVERED 39 (9.09%)', 'RECOVERED 39 (9.09%)', '4 (0.93%)DEATH 4 (0.93%)', 'DEATH 4 (0.93%)', 'POSITIVEPOSITIVE 49 (11.42%)', 'POSITIVE 49 (11.42%)', 'DEATHDEATH 4 (0.93%)', 'DEATH 4 (0.93%)']",PHOENIX,7/17/2020
3410,"['', '', '', '', '', '', 'NEGATIVE 90 (100%)NEGATIVE 90 (100%)', '', '', 'NEGATIVE 90 (100%)NEGATIVE 90 (100%)', 'NEGATIVE 90 (100%)']",PINE GROVE,7/17/2020
3411,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",QUEHANNA BOOTCAMP,7/17/2020
3412,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,7/17/2020
3413,"['', '', '', '', '', '', 'NEGATIVE 122 (100%)NEGATIVE 122 (100%)', '', '', 'NEGATIVE 122 (100%)NEGATIVE 122 (100%)', 'NEGATIVE 122 (100%)']",ROCKVIEW,7/17/2020
3414,"['', '', '', '', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', 'NEGATIVE 88 (100%)']",SMITHFIELD,7/17/2020
3415,"['', '', '', '', '', '', 'NEGATIVE 127 (100%)NEGATIVE 127 (100%)', '', '', 'NEGATIVE 127 (100%)NEGATIVE 127 (100%)', 'NEGATIVE 127 (100%)']",SOMERSET,7/17/2020
3416,"['', '', '', '', '', '', '', 'NEGATIVE 199 (99.5%)NEGATIVE 199 (99.5%)PENDING 1 (0.5%)PENDING 1 (0.5%)', '', '', '', 'NEGATIVE 199 (99.5%)NEGATIVE 199 (99.5%)', 'NEGATIVE 199 (99.5%)', 'PENDING 1 (0.5%)PENDING 1 (0.5%)', 'PENDING 1 (0.5%)']",WAYMART,7/17/2020
3417,"['', '', '', '', '', '', '', 'NEGATIVE 134 (97.81%)NEGATIVE 134 (97.81%)POSITIVE 3 (2.19%)POSITIVE 3 (2.19%)', '', '', '', 'NEGATIVE 134 (97.81%)NEGATIVE 134 (97.81%)', 'NEGATIVE 134 (97.81%)', 'POSITIVE 3 (2.19%)POSITIVE 3 (2.19%)', 'POSITIVE 3 (2.19%)']",ALBION,7/16/2020
3418,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 155 (98.1%)NEGATIVE 155 (98.1%)POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)1 (0.63%)RECOVERED', '', '', '', '', 'NEGATIVE 155 (98.1%)NEGATIVE 155 (98.1%)', 'NEGATIVE 155 (98.1%)', 'POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)', 'POSITIVE 1 (0.63%)', '1 (0.63%)', '', 'RECOVERED', '']",BENNER TOWNSHIP,7/16/2020
3419,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 197 (98.5%)NEGATIVE 197 (98.5%)POSITIVE 2 (1%)POSITIVE 2 (1%)1 (0.5%)RECOVERED', '', '', '', '', 'NEGATIVE 197 (98.5%)NEGATIVE 197 (98.5%)', 'NEGATIVE 197 (98.5%)', 'POSITIVE 2 (1%)POSITIVE 2 (1%)', 'POSITIVE 2 (1%)', '1 (0.5%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,7/16/2020
3420,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 1,779 (99.83%)NEGATIVE 1,779 (99.83%)POSITIVE 1 (0.06%)POSITIVE 1 (0.06%)1 (0.06%)PENDING', '', '', '', '', 'NEGATIVE 1,779 (99.83%)NEGATIVE 1,779 (99.83%)', 'NEGATIVE 1,779 (99.83%)', 'POSITIVE 1 (0.06%)POSITIVE 1 (0.06%)', 'POSITIVE 1 (0.06%)', '1 (0.06%)', '', 'PENDING', '']",CAMP HILL,7/16/2020
3421,"['', '', '', '', '', '', '']",CENTRAL OFFICE,7/16/2020
3422,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 299 (96.76%)NEGATIVE 299 (96.76%)POSITIVE 5 (1.62%)POSITIVE 5 (1.62%)5 (1.62%)RECOVERED', '', '', '', '', 'NEGATIVE 299 (96.76%)NEGATIVE 299 (96.76%)', 'NEGATIVE 299 (96.76%)', 'POSITIVE 5 (1.62%)POSITIVE 5 (1.62%)', 'POSITIVE 5 (1.62%)', '5 (1.62%)', '', 'RECOVERED', '']",CHESTER,7/16/2020
3423,"['', '', '', '', '', '', '', 'NEGATIVE 240 (98.36%)NEGATIVE 240 (98.36%)POSITIVE 4 (1.64%)POSITIVE 4 (1.64%)', '', '', '', 'NEGATIVE 240 (98.36%)NEGATIVE 240 (98.36%)', 'NEGATIVE 240 (98.36%)', 'POSITIVE 4 (1.64%)POSITIVE 4 (1.64%)', 'POSITIVE 4 (1.64%)']",COAL TOWNSHIP,7/16/2020
3424,"['', '', '', '', '', '', 'NEGATIVE 202 (100%)NEGATIVE 202 (100%)', '', '', 'NEGATIVE 202 (100%)NEGATIVE 202 (100%)', 'NEGATIVE 202 (100%)']",DALLAS,7/16/2020
3425,"['', '', '', '', '', '', '', 'NEGATIVE 184 (99.46%)NEGATIVE 184 (99.46%)POSITIVE 1 (0.54%)POSITIVE 1 (0.54%)', '', '', '', 'NEGATIVE 184 (99.46%)NEGATIVE 184 (99.46%)', 'NEGATIVE 184 (99.46%)', 'POSITIVE 1 (0.54%)POSITIVE 1 (0.54%)', 'POSITIVE 1 (0.54%)']",FAYETTE,7/16/2020
3426,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",FOREST,7/16/2020
3427,"['', '', '', '', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', 'NEGATIVE 112 (100%)']",FRACKVILLE,7/16/2020
3428,"['', '', '', '', '', '', '', 'NEGATIVE 146 (98.65%)NEGATIVE 146 (98.65%)POSITIVE 2 (1.35%)POSITIVE 2 (1.35%)', '', '', '', 'NEGATIVE 146 (98.65%)NEGATIVE 146 (98.65%)', 'NEGATIVE 146 (98.65%)', 'POSITIVE 2 (1.35%)POSITIVE 2 (1.35%)', 'POSITIVE 2 (1.35%)']",GREENE,7/16/2020
3429,"['', '', '', '', '', '', 'NEGATIVE 151 (100%)NEGATIVE 151 (100%)', '', '', 'NEGATIVE 151 (100%)NEGATIVE 151 (100%)', 'NEGATIVE 151 (100%)']",HOUTZDALE,7/16/2020
3430,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 177 (32.72%)NEGATIVE 177 (32.72%)POSITIVE 183 (33.83%)POSITIVE 183 (33.83%)176 (32.53%)RECOVERED 176 (32.53%)DEATH 5 (0.92%)DEATH 5 (0.92%)RECOVEREDRECOVERED 176 (32.53%)', '', '', '', '', '', 'NEGATIVE 177 (32.72%)NEGATIVE 177 (32.72%)', 'NEGATIVE 177 (32.72%)', 'POSITIVE 183 (33.83%)POSITIVE 183 (33.83%)', 'POSITIVE 183 (33.83%)', '176 (32.53%)RECOVERED 176 (32.53%)', 'RECOVERED 176 (32.53%)', 'DEATH 5 (0.92%)DEATH 5 (0.92%)', 'DEATH 5 (0.92%)', 'RECOVEREDRECOVERED 176 (32.53%)', 'RECOVERED 176 (32.53%)']",HUNTINGDON,7/16/2020
3431,"['', '', '', '', '', '', '', 'NEGATIVE 175 (98.87%)NEGATIVE 175 (98.87%)PENDING 2 (1.13%)PENDING 2 (1.13%)', '', '', '', 'NEGATIVE 175 (98.87%)NEGATIVE 175 (98.87%)', 'NEGATIVE 175 (98.87%)', 'PENDING 2 (1.13%)PENDING 2 (1.13%)', 'PENDING 2 (1.13%)']",LAUREL HIGHLANDS,7/16/2020
3432,"['', '', '', '', '', '', 'NEGATIVE 133 (100%)NEGATIVE 133 (100%)', '', '', 'NEGATIVE 133 (100%)NEGATIVE 133 (100%)', 'NEGATIVE 133 (100%)']",MAHANOY,7/16/2020
3433,"['', '', '', '', '', '', 'NEGATIVE 137 (100%)NEGATIVE 137 (100%)', '', '', 'NEGATIVE 137 (100%)NEGATIVE 137 (100%)', 'NEGATIVE 137 (100%)']",MERCER,7/16/2020
3434,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 308 (99.04%)NEGATIVE 308 (99.04%)POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)1 (0.32%)RECOVERED', '', '', '', '', 'NEGATIVE 308 (99.04%)NEGATIVE 308 (99.04%)', 'NEGATIVE 308 (99.04%)', 'POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)', 'POSITIVE 2 (0.64%)', '1 (0.32%)', '', 'RECOVERED', '']",MUNCY,7/16/2020
3435,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 333 (78.35%)NEGATIVE 333 (78.35%)49 (11.53%)POSITIVE 49 (11.53%)RECOVERED 39 (9.18%)RECOVERED 39 (9.18%)4 (0.94%)DEATH 4 (0.94%)POSITIVEPOSITIVE 49 (11.53%)DEATHDEATH 4 (0.94%)', '', '', '', '', '', 'NEGATIVE 333 (78.35%)NEGATIVE 333 (78.35%)', 'NEGATIVE 333 (78.35%)', '49 (11.53%)POSITIVE 49 (11.53%)', 'POSITIVE 49 (11.53%)', 'RECOVERED 39 (9.18%)RECOVERED 39 (9.18%)', 'RECOVERED 39 (9.18%)', '4 (0.94%)DEATH 4 (0.94%)', 'DEATH 4 (0.94%)', 'POSITIVEPOSITIVE 49 (11.53%)', 'POSITIVE 49 (11.53%)', 'DEATHDEATH 4 (0.94%)', 'DEATH 4 (0.94%)']",PHOENIX,7/16/2020
3436,"['', '', '', '', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', 'NEGATIVE 88 (100%)']",PINE GROVE,7/16/2020
3437,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",QUEHANNA BOOTCAMP,7/16/2020
3438,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,7/16/2020
3439,"['', '', '', '', '', '', 'NEGATIVE 119 (100%)NEGATIVE 119 (100%)', '', '', 'NEGATIVE 119 (100%)NEGATIVE 119 (100%)', 'NEGATIVE 119 (100%)']",ROCKVIEW,7/16/2020
3440,"['', '', '', '', '', '', 'NEGATIVE 87 (100%)NEGATIVE 87 (100%)', '', '', 'NEGATIVE 87 (100%)NEGATIVE 87 (100%)', 'NEGATIVE 87 (100%)']",SMITHFIELD,7/16/2020
3441,"['', '', '', '', '', '', 'NEGATIVE 126 (100%)NEGATIVE 126 (100%)', '', '', 'NEGATIVE 126 (100%)NEGATIVE 126 (100%)', 'NEGATIVE 126 (100%)']",SOMERSET,7/16/2020
3442,"['', '', '', '', '', '', '', 'NEGATIVE 196 (99.49%)NEGATIVE 196 (99.49%)PENDING 1 (0.51%)PENDING 1 (0.51%)', '', '', '', 'NEGATIVE 196 (99.49%)NEGATIVE 196 (99.49%)', 'NEGATIVE 196 (99.49%)', 'PENDING 1 (0.51%)PENDING 1 (0.51%)', 'PENDING 1 (0.51%)']",WAYMART,7/16/2020
3443,"['', '', '', '', '', '', '', 'NEGATIVE 134 (97.81%)NEGATIVE 134 (97.81%)POSITIVE 3 (2.19%)POSITIVE 3 (2.19%)', '', '', '', 'NEGATIVE 134 (97.81%)NEGATIVE 134 (97.81%)', 'NEGATIVE 134 (97.81%)', 'POSITIVE 3 (2.19%)POSITIVE 3 (2.19%)', 'POSITIVE 3 (2.19%)']",ALBION,7/15/2020
3444,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 155 (98.73%)NEGATIVE 155 (98.73%)POSITIVE 1 (0.64%)POSITIVE 1 (0.64%)1 (0.64%)DEATH', '', '', '', '', 'NEGATIVE 155 (98.73%)NEGATIVE 155 (98.73%)', 'NEGATIVE 155 (98.73%)', 'POSITIVE 1 (0.64%)POSITIVE 1 (0.64%)', 'POSITIVE 1 (0.64%)', '1 (0.64%)', '', 'DEATH', '']",BENNER TOWNSHIP,7/15/2020
3445,"['', '', '', '', '', '', '', 'NEGATIVE 197 (98.99%)NEGATIVE 197 (98.99%)POSITIVE 2 (1.01%)POSITIVE 2 (1.01%)', '', '', '', 'NEGATIVE 197 (98.99%)NEGATIVE 197 (98.99%)', 'NEGATIVE 197 (98.99%)', 'POSITIVE 2 (1.01%)POSITIVE 2 (1.01%)', 'POSITIVE 2 (1.01%)']",CAMBRIDGE SPRINGS,7/15/2020
3446,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,779 (99.89%)NEGATIVE 1,779 (99.89%)POSITIVE 1 (0.06%)POSITIVE 1 (0.06%)1 (0.06%)PENDING', '', '', '', '', 'NEGATIVE 1,779 (99.89%)NEGATIVE 1,779 (99.89%)', 'NEGATIVE 1,779 (99.89%)', 'POSITIVE 1 (0.06%)POSITIVE 1 (0.06%)', 'POSITIVE 1 (0.06%)', '1 (0.06%)', '', 'PENDING', '']",CAMP HILL,7/15/2020
3447,"['', '', '', '', '', '', '']",CENTRAL OFFICE,7/15/2020
3448,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 299 (96.76%)NEGATIVE 299 (96.76%)POSITIVE 5 (1.62%)POSITIVE 5 (1.62%)5 (1.62%)RECOVERED', '', '', '', '', 'NEGATIVE 299 (96.76%)NEGATIVE 299 (96.76%)', 'NEGATIVE 299 (96.76%)', 'POSITIVE 5 (1.62%)POSITIVE 5 (1.62%)', 'POSITIVE 5 (1.62%)', '5 (1.62%)', '', 'RECOVERED', '']",CHESTER,7/15/2020
3449,"['', '', '', '', '', '', '', 'NEGATIVE 240 (98.36%)NEGATIVE 240 (98.36%)POSITIVE 4 (1.64%)POSITIVE 4 (1.64%)', '', '', '', 'NEGATIVE 240 (98.36%)NEGATIVE 240 (98.36%)', 'NEGATIVE 240 (98.36%)', 'POSITIVE 4 (1.64%)POSITIVE 4 (1.64%)', 'POSITIVE 4 (1.64%)']",COAL TOWNSHIP,7/15/2020
3450,"['', '', '', '', '', '', 'NEGATIVE 202 (100%)NEGATIVE 202 (100%)', '', '', 'NEGATIVE 202 (100%)NEGATIVE 202 (100%)', 'NEGATIVE 202 (100%)']",DALLAS,7/15/2020
3451,"['', '', '', '', '', '', '', 'NEGATIVE 184 (99.46%)NEGATIVE 184 (99.46%)POSITIVE 1 (0.54%)POSITIVE 1 (0.54%)', '', '', '', 'NEGATIVE 184 (99.46%)NEGATIVE 184 (99.46%)', 'NEGATIVE 184 (99.46%)', 'POSITIVE 1 (0.54%)POSITIVE 1 (0.54%)', 'POSITIVE 1 (0.54%)']",FAYETTE,7/15/2020
3452,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",FOREST,7/15/2020
3453,"['', '', '', '', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', 'NEGATIVE 112 (100%)']",FRACKVILLE,7/15/2020
3454,"['', '', '', '', '', '', '', 'NEGATIVE 146 (98.65%)NEGATIVE 146 (98.65%)POSITIVE 2 (1.35%)POSITIVE 2 (1.35%)', '', '', '', 'NEGATIVE 146 (98.65%)NEGATIVE 146 (98.65%)', 'NEGATIVE 146 (98.65%)', 'POSITIVE 2 (1.35%)POSITIVE 2 (1.35%)', 'POSITIVE 2 (1.35%)']",GREENE,7/15/2020
3455,"['', '', '', '', '', '', 'NEGATIVE 151 (100%)NEGATIVE 151 (100%)', '', '', 'NEGATIVE 151 (100%)NEGATIVE 151 (100%)', 'NEGATIVE 151 (100%)']",HOUTZDALE,7/15/2020
3456,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 177 (33.08%)NEGATIVE 177 (33.08%)POSITIVE 183 (34.21%)POSITIVE 183 (34.21%)170 (31.78%)RECOVERED 170 (31.78%)DEATH 5 (0.93%)DEATH 5 (0.93%)RECOVEREDRECOVERED 170 (31.78%)', '', '', '', '', '', 'NEGATIVE 177 (33.08%)NEGATIVE 177 (33.08%)', 'NEGATIVE 177 (33.08%)', 'POSITIVE 183 (34.21%)POSITIVE 183 (34.21%)', 'POSITIVE 183 (34.21%)', '170 (31.78%)RECOVERED 170 (31.78%)', 'RECOVERED 170 (31.78%)', 'DEATH 5 (0.93%)DEATH 5 (0.93%)', 'DEATH 5 (0.93%)', 'RECOVEREDRECOVERED 170 (31.78%)', 'RECOVERED 170 (31.78%)']",HUNTINGDON,7/15/2020
3457,"['', '', '', '', '', '', '', 'NEGATIVE 175 (98.87%)NEGATIVE 175 (98.87%)PENDING 2 (1.13%)PENDING 2 (1.13%)', '', '', '', 'NEGATIVE 175 (98.87%)NEGATIVE 175 (98.87%)', 'NEGATIVE 175 (98.87%)', 'PENDING 2 (1.13%)PENDING 2 (1.13%)', 'PENDING 2 (1.13%)']",LAUREL HIGHLANDS,7/15/2020
3458,"['', '', '', '', '', '', 'NEGATIVE 133 (100%)NEGATIVE 133 (100%)', '', '', 'NEGATIVE 133 (100%)NEGATIVE 133 (100%)', 'NEGATIVE 133 (100%)']",MAHANOY,7/15/2020
