,content,sci,date
2337,"['', '', '', '', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)9 (1.43%)PENDING 9 (1.43%)177 (28.18%)RECOVERED 177 (28.18%)DEATH 5 (0.8%)DEATH 5 (0.8%)NEGATIVENEGATIVE 251 (39.97%)PENDINGPENDING 9 (1.43%)RECOVEREDRECOVERED 177 (28.18%)', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)', 'POSITIVE 186 (29.62%)', '9 (1.43%)PENDING 9 (1.43%)', 'PENDING 9 (1.43%)', '177 (28.18%)RECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)', 'DEATH 5 (0.8%)DEATH 5 (0.8%)', 'DEATH 5 (0.8%)', 'NEGATIVENEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'PENDINGPENDING 9 (1.43%)', 'PENDING 9 (1.43%)', 'RECOVEREDRECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)']",HUNTINGDON,8/30/2020
2338,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)1 (0.23%)PENDING', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)', 'NEGATIVE 425 (99.53%)', 'POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)', 'POSITIVE 1 (0.23%)', '1 (0.23%)', '', 'PENDING', '']",LAUREL HIGHLANDS,8/30/2020
2339,"['', '', '', '', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)PENDING 2 (0.8%)PENDING 2 (0.8%)', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)', 'NEGATIVE 248 (99.2%)', 'PENDING 2 (0.8%)PENDING 2 (0.8%)', 'PENDING 2 (0.8%)']",MAHANOY,8/30/2020
2340,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)3 (1.14%)PENDING', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)', 'NEGATIVE 255 (96.96%)', 'POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)', 'POSITIVE 5 (1.9%)', '3 (1.14%)', '', 'PENDING', '']",MERCER,8/30/2020
2341,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)24 (4.72%)PENDING', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)', 'NEGATIVE 481 (94.5%)', 'POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)', 'POSITIVE 3 (0.59%)', '24 (4.72%)', '', 'PENDING', '']",MUNCY,8/30/2020
2342,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)PENDING 1 (0.16%)PENDING 1 (0.16%)RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)5 (0.8%)DEATH', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)', 'NEGATIVE 530 (84.66%)', 'POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)', 'POSITIVE 51 (8.15%)', 'PENDING 1 (0.16%)PENDING 1 (0.16%)', 'PENDING 1 (0.16%)', 'RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)', 'RECOVERED 39 (6.23%)', '5 (0.8%)', '', 'DEATH', '']",PHOENIX,8/30/2020
2343,"['', '', '', '', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)PENDING 2 (1.11%)PENDING 2 (1.11%)', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)', 'NEGATIVE 178 (98.89%)', 'PENDING 2 (1.11%)PENDING 2 (1.11%)', 'PENDING 2 (1.11%)']",PINE GROVE,8/30/2020
2344,"['', '', '', '', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)PENDING 89 (34.9%)PENDING 89 (34.9%)', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)', 'NEGATIVE 166 (65.1%)', 'PENDING 89 (34.9%)PENDING 89 (34.9%)', 'PENDING 89 (34.9%)']",QUEHANNA BOOTCAMP,8/30/2020
2345,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,8/30/2020
2346,"['', '', '', '', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)PENDING 10 (2.66%)PENDING 10 (2.66%)', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)', 'NEGATIVE 366 (97.34%)', 'PENDING 10 (2.66%)PENDING 10 (2.66%)', 'PENDING 10 (2.66%)']",ROCKVIEW,8/30/2020
2347,"['', '', '', '', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)PENDING 23 (12.11%)PENDING 23 (12.11%)', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)', 'NEGATIVE 167 (87.89%)', 'PENDING 23 (12.11%)PENDING 23 (12.11%)', 'PENDING 23 (12.11%)']",SMITHFIELD,8/30/2020
2348,"['', '', '', '', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)PENDING 29 (9.12%)PENDING 29 (9.12%)', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)', 'NEGATIVE 289 (90.88%)', 'PENDING 29 (9.12%)PENDING 29 (9.12%)', 'PENDING 29 (9.12%)']",SOMERSET,8/30/2020
2349,"['', '', '', '', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', 'NEGATIVE 314 (100%)']",WAYMART,8/30/2020
2350,"['', '', '', '', '', '', '', 'NEGATIVE 271 (98.19%)NEGATIVE 271 (98.19%)POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', '', '', '', 'NEGATIVE 271 (98.19%)NEGATIVE 271 (98.19%)', 'NEGATIVE 271 (98.19%)', 'POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', 'POSITIVE 5 (1.81%)']",ALBION,8/29/2020
2351,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 249 (98.42%)NEGATIVE 249 (98.42%)POSITIVE 1 (0.4%)POSITIVE 1 (0.4%)1 (0.4%)PENDING', '', '', '', '', 'NEGATIVE 249 (98.42%)NEGATIVE 249 (98.42%)', 'NEGATIVE 249 (98.42%)', 'POSITIVE 1 (0.4%)POSITIVE 1 (0.4%)', 'POSITIVE 1 (0.4%)', '1 (0.4%)', '', 'PENDING', '']",BENNER TOWNSHIP,8/29/2020
2352,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 318 (98.45%)NEGATIVE 318 (98.45%)POSITIVE 4 (1.24%)POSITIVE 4 (1.24%)1 (0.31%)RECOVERED', '', '', '', '', 'NEGATIVE 318 (98.45%)NEGATIVE 318 (98.45%)', 'NEGATIVE 318 (98.45%)', 'POSITIVE 4 (1.24%)POSITIVE 4 (1.24%)', 'POSITIVE 4 (1.24%)', '1 (0.31%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,8/29/2020
2353,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 2,385 (99.25%)NEGATIVE 2,385 (99.25%)POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)9 (0.37%)PENDING', '', '', '', '', 'NEGATIVE 2,385 (99.25%)NEGATIVE 2,385 (99.25%)', 'NEGATIVE 2,385 (99.25%)', 'POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)', 'POSITIVE 8 (0.33%)', '9 (0.37%)', '', 'PENDING', '']",CAMP HILL,8/29/2020
2354,"['', '', '', '', '', '', '']",CENTRAL OFFICE,8/29/2020
2355,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 415 (96.74%)NEGATIVE 415 (96.74%)POSITIVE 7 (1.63%)POSITIVE 7 (1.63%)2 (0.47%)PENDING', '', '', '', '', 'NEGATIVE 415 (96.74%)NEGATIVE 415 (96.74%)', 'NEGATIVE 415 (96.74%)', 'POSITIVE 7 (1.63%)POSITIVE 7 (1.63%)', 'POSITIVE 7 (1.63%)', '2 (0.47%)', '', 'PENDING', '']",CHESTER,8/29/2020
2356,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 645 (97.29%)NEGATIVE 645 (97.29%)POSITIVE 11 (1.66%)POSITIVE 11 (1.66%)7 (1.06%)PENDING', '', '', '', '', 'NEGATIVE 645 (97.29%)NEGATIVE 645 (97.29%)', 'NEGATIVE 645 (97.29%)', 'POSITIVE 11 (1.66%)POSITIVE 11 (1.66%)', 'POSITIVE 11 (1.66%)', '7 (1.06%)', '', 'PENDING', '']",COAL TOWNSHIP,8/29/2020
2357,"['', '', '', '', '', '', '', 'NEGATIVE 308 (96.55%)NEGATIVE 308 (96.55%)PENDING 11 (3.45%)PENDING 11 (3.45%)', '', '', '', 'NEGATIVE 308 (96.55%)NEGATIVE 308 (96.55%)', 'NEGATIVE 308 (96.55%)', 'PENDING 11 (3.45%)PENDING 11 (3.45%)', 'PENDING 11 (3.45%)']",DALLAS,8/29/2020
2358,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)8 (2.73%)PENDING', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)', 'NEGATIVE 284 (96.93%)', 'POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)', 'POSITIVE 1 (0.34%)', '8 (2.73%)', '', 'PENDING', '']",FAYETTE,8/29/2020
2359,"['', '', '', '', '', '', 'NEGATIVE 226 (100%)NEGATIVE 226 (100%)', '', '', 'NEGATIVE 226 (100%)NEGATIVE 226 (100%)', 'NEGATIVE 226 (100%)']",FOREST,8/29/2020
2360,"['', '', '', '', '', '', '', 'NEGATIVE 354 (98.88%)NEGATIVE 354 (98.88%)PENDING 4 (1.12%)PENDING 4 (1.12%)', '', '', '', 'NEGATIVE 354 (98.88%)NEGATIVE 354 (98.88%)', 'NEGATIVE 354 (98.88%)', 'PENDING 4 (1.12%)PENDING 4 (1.12%)', 'PENDING 4 (1.12%)']",FRACKVILLE,8/29/2020
2361,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 396 (95.65%)NEGATIVE 396 (95.65%)POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)10 (2.42%)PENDING', '', '', '', '', 'NEGATIVE 396 (95.65%)NEGATIVE 396 (95.65%)', 'NEGATIVE 396 (95.65%)', 'POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)', 'POSITIVE 7 (1.69%)', '10 (2.42%)', '', 'PENDING', '']",GREENE,8/29/2020
2362,"['', '', '', '', '', '', '', 'NEGATIVE 241 (96.4%)NEGATIVE 241 (96.4%)PENDING 9 (3.6%)PENDING 9 (3.6%)', '', '', '', 'NEGATIVE 241 (96.4%)NEGATIVE 241 (96.4%)', 'NEGATIVE 241 (96.4%)', 'PENDING 9 (3.6%)PENDING 9 (3.6%)', 'PENDING 9 (3.6%)']",HOUTZDALE,8/29/2020
2363,"['', '', '', '', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)9 (1.43%)PENDING 9 (1.43%)177 (28.18%)RECOVERED 177 (28.18%)DEATH 5 (0.8%)DEATH 5 (0.8%)NEGATIVENEGATIVE 251 (39.97%)PENDINGPENDING 9 (1.43%)RECOVEREDRECOVERED 177 (28.18%)', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)', 'POSITIVE 186 (29.62%)', '9 (1.43%)PENDING 9 (1.43%)', 'PENDING 9 (1.43%)', '177 (28.18%)RECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)', 'DEATH 5 (0.8%)DEATH 5 (0.8%)', 'DEATH 5 (0.8%)', 'NEGATIVENEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'PENDINGPENDING 9 (1.43%)', 'PENDING 9 (1.43%)', 'RECOVEREDRECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)']",HUNTINGDON,8/29/2020
2364,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)1 (0.23%)PENDING', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)', 'NEGATIVE 425 (99.53%)', 'POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)', 'POSITIVE 1 (0.23%)', '1 (0.23%)', '', 'PENDING', '']",LAUREL HIGHLANDS,8/29/2020
2365,"['', '', '', '', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)PENDING 2 (0.8%)PENDING 2 (0.8%)', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)', 'NEGATIVE 248 (99.2%)', 'PENDING 2 (0.8%)PENDING 2 (0.8%)', 'PENDING 2 (0.8%)']",MAHANOY,8/29/2020
2366,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)3 (1.14%)PENDING', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)', 'NEGATIVE 255 (96.96%)', 'POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)', 'POSITIVE 5 (1.9%)', '3 (1.14%)', '', 'PENDING', '']",MERCER,8/29/2020
2367,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)24 (4.72%)PENDING', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)', 'NEGATIVE 481 (94.5%)', 'POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)', 'POSITIVE 3 (0.59%)', '24 (4.72%)', '', 'PENDING', '']",MUNCY,8/29/2020
2368,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)PENDING 1 (0.16%)PENDING 1 (0.16%)RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)5 (0.8%)DEATH', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)', 'NEGATIVE 530 (84.66%)', 'POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)', 'POSITIVE 51 (8.15%)', 'PENDING 1 (0.16%)PENDING 1 (0.16%)', 'PENDING 1 (0.16%)', 'RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)', 'RECOVERED 39 (6.23%)', '5 (0.8%)', '', 'DEATH', '']",PHOENIX,8/29/2020
2369,"['', '', '', '', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)PENDING 2 (1.11%)PENDING 2 (1.11%)', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)', 'NEGATIVE 178 (98.89%)', 'PENDING 2 (1.11%)PENDING 2 (1.11%)', 'PENDING 2 (1.11%)']",PINE GROVE,8/29/2020
2370,"['', '', '', '', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)PENDING 89 (34.9%)PENDING 89 (34.9%)', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)', 'NEGATIVE 166 (65.1%)', 'PENDING 89 (34.9%)PENDING 89 (34.9%)', 'PENDING 89 (34.9%)']",QUEHANNA BOOTCAMP,8/29/2020
2371,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,8/29/2020
2372,"['', '', '', '', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)PENDING 10 (2.66%)PENDING 10 (2.66%)', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)', 'NEGATIVE 366 (97.34%)', 'PENDING 10 (2.66%)PENDING 10 (2.66%)', 'PENDING 10 (2.66%)']",ROCKVIEW,8/29/2020
2373,"['', '', '', '', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)PENDING 23 (12.11%)PENDING 23 (12.11%)', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)', 'NEGATIVE 167 (87.89%)', 'PENDING 23 (12.11%)PENDING 23 (12.11%)', 'PENDING 23 (12.11%)']",SMITHFIELD,8/29/2020
2374,"['', '', '', '', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)PENDING 29 (9.12%)PENDING 29 (9.12%)', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)', 'NEGATIVE 289 (90.88%)', 'PENDING 29 (9.12%)PENDING 29 (9.12%)', 'PENDING 29 (9.12%)']",SOMERSET,8/29/2020
2375,"['', '', '', '', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', 'NEGATIVE 314 (100%)']",WAYMART,8/29/2020
2376,"['', '', '', '', '', '', '', 'NEGATIVE 271 (98.19%)NEGATIVE 271 (98.19%)POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', '', '', '', 'NEGATIVE 271 (98.19%)NEGATIVE 271 (98.19%)', 'NEGATIVE 271 (98.19%)', 'POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', 'POSITIVE 5 (1.81%)']",ALBION,8/28/2020
2377,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 249 (98.42%)NEGATIVE 249 (98.42%)POSITIVE 1 (0.4%)POSITIVE 1 (0.4%)1 (0.4%)PENDING', '', '', '', '', 'NEGATIVE 249 (98.42%)NEGATIVE 249 (98.42%)', 'NEGATIVE 249 (98.42%)', 'POSITIVE 1 (0.4%)POSITIVE 1 (0.4%)', 'POSITIVE 1 (0.4%)', '1 (0.4%)', '', 'PENDING', '']",BENNER TOWNSHIP,8/28/2020
2378,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 318 (98.45%)NEGATIVE 318 (98.45%)POSITIVE 4 (1.24%)POSITIVE 4 (1.24%)1 (0.31%)RECOVERED', '', '', '', '', 'NEGATIVE 318 (98.45%)NEGATIVE 318 (98.45%)', 'NEGATIVE 318 (98.45%)', 'POSITIVE 4 (1.24%)POSITIVE 4 (1.24%)', 'POSITIVE 4 (1.24%)', '1 (0.31%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,8/28/2020
2379,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 2,385 (99.25%)NEGATIVE 2,385 (99.25%)POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)9 (0.37%)PENDING', '', '', '', '', 'NEGATIVE 2,385 (99.25%)NEGATIVE 2,385 (99.25%)', 'NEGATIVE 2,385 (99.25%)', 'POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)', 'POSITIVE 8 (0.33%)', '9 (0.37%)', '', 'PENDING', '']",CAMP HILL,8/28/2020
2380,"['', '', '', '', '', '', '']",CENTRAL OFFICE,8/28/2020
2381,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 415 (96.74%)NEGATIVE 415 (96.74%)POSITIVE 7 (1.63%)POSITIVE 7 (1.63%)2 (0.47%)PENDING', '', '', '', '', 'NEGATIVE 415 (96.74%)NEGATIVE 415 (96.74%)', 'NEGATIVE 415 (96.74%)', 'POSITIVE 7 (1.63%)POSITIVE 7 (1.63%)', 'POSITIVE 7 (1.63%)', '2 (0.47%)', '', 'PENDING', '']",CHESTER,8/28/2020
2382,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 645 (97.29%)NEGATIVE 645 (97.29%)POSITIVE 11 (1.66%)POSITIVE 11 (1.66%)7 (1.06%)PENDING', '', '', '', '', 'NEGATIVE 645 (97.29%)NEGATIVE 645 (97.29%)', 'NEGATIVE 645 (97.29%)', 'POSITIVE 11 (1.66%)POSITIVE 11 (1.66%)', 'POSITIVE 11 (1.66%)', '7 (1.06%)', '', 'PENDING', '']",COAL TOWNSHIP,8/28/2020
2383,"['', '', '', '', '', '', '', 'NEGATIVE 308 (96.55%)NEGATIVE 308 (96.55%)PENDING 11 (3.45%)PENDING 11 (3.45%)', '', '', '', 'NEGATIVE 308 (96.55%)NEGATIVE 308 (96.55%)', 'NEGATIVE 308 (96.55%)', 'PENDING 11 (3.45%)PENDING 11 (3.45%)', 'PENDING 11 (3.45%)']",DALLAS,8/28/2020
2384,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)8 (2.73%)PENDING', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)', 'NEGATIVE 284 (96.93%)', 'POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)', 'POSITIVE 1 (0.34%)', '8 (2.73%)', '', 'PENDING', '']",FAYETTE,8/28/2020
2385,"['', '', '', '', '', '', 'NEGATIVE 226 (100%)NEGATIVE 226 (100%)', '', '', 'NEGATIVE 226 (100%)NEGATIVE 226 (100%)', 'NEGATIVE 226 (100%)']",FOREST,8/28/2020
2386,"['', '', '', '', '', '', '', 'NEGATIVE 354 (98.88%)NEGATIVE 354 (98.88%)PENDING 4 (1.12%)PENDING 4 (1.12%)', '', '', '', 'NEGATIVE 354 (98.88%)NEGATIVE 354 (98.88%)', 'NEGATIVE 354 (98.88%)', 'PENDING 4 (1.12%)PENDING 4 (1.12%)', 'PENDING 4 (1.12%)']",FRACKVILLE,8/28/2020
2387,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 396 (95.65%)NEGATIVE 396 (95.65%)POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)10 (2.42%)PENDING', '', '', '', '', 'NEGATIVE 396 (95.65%)NEGATIVE 396 (95.65%)', 'NEGATIVE 396 (95.65%)', 'POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)', 'POSITIVE 7 (1.69%)', '10 (2.42%)', '', 'PENDING', '']",GREENE,8/28/2020
2388,"['', '', '', '', '', '', '', 'NEGATIVE 241 (96.4%)NEGATIVE 241 (96.4%)PENDING 9 (3.6%)PENDING 9 (3.6%)', '', '', '', 'NEGATIVE 241 (96.4%)NEGATIVE 241 (96.4%)', 'NEGATIVE 241 (96.4%)', 'PENDING 9 (3.6%)PENDING 9 (3.6%)', 'PENDING 9 (3.6%)']",HOUTZDALE,8/28/2020
2389,"['', '', '', '', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)9 (1.43%)PENDING 9 (1.43%)177 (28.18%)RECOVERED 177 (28.18%)DEATH 5 (0.8%)DEATH 5 (0.8%)NEGATIVENEGATIVE 251 (39.97%)PENDINGPENDING 9 (1.43%)RECOVEREDRECOVERED 177 (28.18%)', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)', 'POSITIVE 186 (29.62%)', '9 (1.43%)PENDING 9 (1.43%)', 'PENDING 9 (1.43%)', '177 (28.18%)RECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)', 'DEATH 5 (0.8%)DEATH 5 (0.8%)', 'DEATH 5 (0.8%)', 'NEGATIVENEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'PENDINGPENDING 9 (1.43%)', 'PENDING 9 (1.43%)', 'RECOVEREDRECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)']",HUNTINGDON,8/28/2020
2390,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)1 (0.23%)PENDING', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)', 'NEGATIVE 425 (99.53%)', 'POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)', 'POSITIVE 1 (0.23%)', '1 (0.23%)', '', 'PENDING', '']",LAUREL HIGHLANDS,8/28/2020
2391,"['', '', '', '', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)PENDING 2 (0.8%)PENDING 2 (0.8%)', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)', 'NEGATIVE 248 (99.2%)', 'PENDING 2 (0.8%)PENDING 2 (0.8%)', 'PENDING 2 (0.8%)']",MAHANOY,8/28/2020
2392,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)3 (1.14%)PENDING', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)', 'NEGATIVE 255 (96.96%)', 'POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)', 'POSITIVE 5 (1.9%)', '3 (1.14%)', '', 'PENDING', '']",MERCER,8/28/2020
2393,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)24 (4.72%)PENDING', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)', 'NEGATIVE 481 (94.5%)', 'POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)', 'POSITIVE 3 (0.59%)', '24 (4.72%)', '', 'PENDING', '']",MUNCY,8/28/2020
