,Unnamed: 0,county,location,count_text,incarcerated_persons
0,0.0,ADAMS,ALBION,Showing search results: 11 records,11
1,1.0,ADAMS,BENNER TOWNSHIP,Showing search results: 16 records,16
2,2.0,ADAMS,CAMBRIDGE SPRINGS,Showing search results: 7 records,7
3,3.0,ADAMS,CAMP HILL,Showing search results: 36 records,36
4,4.0,ADAMS,CHESTER,Showing search results: 15 records,15
5,5.0,ADAMS,COAL TOWNSHIP,Showing search results: 16 records,16
6,6.0,ADAMS,DALLAS,Showing search results: 4 records,4
7,7.0,ADAMS,FAYETTE,Showing search results: 11 records,11
8,8.0,ADAMS,FOREST,Showing search results: 9 records,9
9,9.0,ADAMS,FRACKVILLE,Showing search results: 7 records,7
10,10.0,ADAMS,GREENE,Showing search results: 5 records,5
11,11.0,ADAMS,HOUTZDALE,Showing search results: 17 records,17
12,12.0,ADAMS,HUNTINGDON,Showing search results: 22 records,22
13,13.0,ADAMS,LAUREL HIGHLANDS,Showing search results: 7 records,7
14,14.0,ADAMS,MAHANOY,Showing search results: 16 records,16
15,15.0,ADAMS,MERCER,Showing search results: 5 records,5
16,16.0,ADAMS,MUNCY,Showing search results: 10 records,10
17,17.0,ADAMS,PHOENIX,Showing search results: 19 records,19
18,18.0,ADAMS,PINE GROVE,Showing search results: 8 records,8
19,19.0,ADAMS,QUEHANNA BOOT CAMP,Showing search results: 2 records,2
20,20.0,ADAMS,ROCKVIEW,Showing search results: 8 records,8
21,21.0,ADAMS,SMITHFIELD,Showing search results: 7 records,7
22,22.0,ADAMS,SOMERSET,Showing search results: 21 records,21
23,23.0,ADAMS,WAYMART,Showing search results: 3 records,3
24,24.0,ALLEGHENY,ALBION,Showing search results: 330 records,330
25,25.0,ALLEGHENY,BENNER TOWNSHIP,Showing search results: 84 records,84
26,26.0,ALLEGHENY,CAMBRIDGE SPRINGS,Showing search results: 53 records,53
27,27.0,ALLEGHENY,CAMP HILL,Showing search results: 81 records,81
28,28.0,ALLEGHENY,CHESTER,Showing search results: 23 records,23
29,29.0,ALLEGHENY,COAL TOWNSHIP,Showing search results: 45 records,45
30,30.0,ALLEGHENY,DALLAS,Showing search results: 34 records,34
31,31.0,ALLEGHENY,FAYETTE,Showing search results: 386 records,386
32,32.0,ALLEGHENY,FOREST,Showing search results: 178 records,178
33,33.0,ALLEGHENY,FRACKVILLE,Showing search results: 25 records,25
34,34.0,ALLEGHENY,GREENE,Showing search results: 305 records,305
35,35.0,ALLEGHENY,HOUTZDALE,Showing search results: 129 records,129
36,36.0,ALLEGHENY,HUNTINGDON,Showing search results: 95 records,95
37,37.0,ALLEGHENY,LAUREL HIGHLANDS,Showing search results: 42 records,42
38,38.0,ALLEGHENY,MAHANOY,Showing search results: 45 records,45
39,39.0,ALLEGHENY,MERCER,Showing search results: 160 records,160
40,40.0,ALLEGHENY,MUNCY,Showing search results: 33 records,33
41,41.0,ALLEGHENY,PHOENIX,Showing search results: 71 records,71
42,42.0,ALLEGHENY,PINE GROVE,Showing search results: 131 records,131
43,43.0,ALLEGHENY,QUEHANNA BOOT CAMP,Showing search results: 14 records,14
44,44.0,ALLEGHENY,ROCKVIEW,Showing search results: 55 records,55
45,45.0,ALLEGHENY,SMITHFIELD,Showing search results: 50 records,50
46,46.0,ALLEGHENY,SOMERSET,Showing search results: 230 records,230
47,47.0,ALLEGHENY,WAYMART,Showing search results: 38 records,38
48,48.0,ARMSTRONG,ALBION,Showing search results: 17 records,17
49,49.0,ARMSTRONG,BENNER TOWNSHIP,Showing search results: 2 records,2
50,50.0,ARMSTRONG,CAMBRIDGE SPRINGS,Showing search results: 5 records,5
51,51.0,ARMSTRONG,CAMP HILL,Showing search results: 4 records,4
52,52.0,ARMSTRONG,CHESTER,Showing search results: 4 records,4
53,53.0,ARMSTRONG,COAL TOWNSHIP,Showing search results: 1 records,1
54,54.0,ARMSTRONG,DALLAS,Showing search results: no results found,0
55,55.0,ARMSTRONG,FAYETTE,Showing search results: 9 records,9
56,56.0,ARMSTRONG,FOREST,Showing search results: 10 records,10
57,57.0,ARMSTRONG,FRACKVILLE,Showing search results: 1 records,1
58,58.0,ARMSTRONG,GREENE,Showing search results: 10 records,10
59,59.0,ARMSTRONG,HOUTZDALE,Showing search results: 6 records,6
60,60.0,ARMSTRONG,HUNTINGDON,Showing search results: 3 records,3
61,61.0,ARMSTRONG,LAUREL HIGHLANDS,Showing search results: 2 records,2
62,62.0,ARMSTRONG,MAHANOY,Showing search results: 1 records,1
63,63.0,ARMSTRONG,MERCER,Showing search results: 16 records,16
64,64.0,ARMSTRONG,MUNCY,Showing search results: 6 records,6
65,65.0,ARMSTRONG,PHOENIX,Showing search results: 1 records,1
66,66.0,ARMSTRONG,PINE GROVE,Showing search results: 6 records,6
67,67.0,ARMSTRONG,QUEHANNA BOOT CAMP,Showing search results: 3 records,3
68,68.0,ARMSTRONG,ROCKVIEW,Showing search results: 1 records,1
69,69.0,ARMSTRONG,SMITHFIELD,Showing search results: no results found,0
70,70.0,ARMSTRONG,SOMERSET,Showing search results: 5 records,5
71,71.0,ARMSTRONG,WAYMART,Showing search results: 1 records,1
72,72.0,BEAVER,ALBION,Showing search results: 41 records,41
73,73.0,BEAVER,BENNER TOWNSHIP,Showing search results: 6 records,6
74,74.0,BEAVER,CAMBRIDGE SPRINGS,Showing search results: 6 records,6
75,75.0,BEAVER,CAMP HILL,Showing search results: 15 records,15
76,76.0,BEAVER,CHESTER,Showing search results: 3 records,3
77,77.0,BEAVER,COAL TOWNSHIP,Showing search results: 5 records,5
78,78.0,BEAVER,DALLAS,Showing search results: 4 records,4
79,79.0,BEAVER,FAYETTE,Showing search results: 26 records,26
80,80.0,BEAVER,FOREST,Showing search results: 24 records,24
81,81.0,BEAVER,FRACKVILLE,Showing search results: 1 records,1
82,82.0,BEAVER,GREENE,Showing search results: 29 records,29
83,83.0,BEAVER,HOUTZDALE,Showing search results: 14 records,14
84,84.0,BEAVER,HUNTINGDON,Showing search results: 8 records,8
85,85.0,BEAVER,LAUREL HIGHLANDS,Showing search results: 6 records,6
86,86.0,BEAVER,MAHANOY,Showing search results: 1 records,1
87,87.0,BEAVER,MERCER,Showing search results: 28 records,28
88,88.0,BEAVER,MUNCY,Showing search results: 5 records,5
89,89.0,BEAVER,PHOENIX,Showing search results: 4 records,4
90,90.0,BEAVER,PINE GROVE,Showing search results: 15 records,15
91,91.0,BEAVER,QUEHANNA BOOT CAMP,Showing search results: 2 records,2
92,92.0,BEAVER,ROCKVIEW,Showing search results: 4 records,4
93,93.0,BEAVER,SMITHFIELD,Showing search results: 3 records,3
94,94.0,BEAVER,SOMERSET,Showing search results: 21 records,21
95,95.0,BEAVER,WAYMART,Showing search results: no results found,0
96,96.0,BEDFORD,ALBION,Showing search results: 5 records,5
97,97.0,BEDFORD,BENNER TOWNSHIP,Showing search results: 6 records,6
98,98.0,BEDFORD,CAMBRIDGE SPRINGS,Showing search results: 7 records,7
99,99.0,BEDFORD,CAMP HILL,Showing search results: 12 records,12
100,100.0,BEDFORD,CHESTER,Showing search results: 3 records,3
101,101.0,BEDFORD,COAL TOWNSHIP,Showing search results: 16 records,16
102,102.0,BEDFORD,DALLAS,Showing search results: 1 records,1
103,103.0,BEDFORD,FAYETTE,Showing search results: 9 records,9
104,104.0,BEDFORD,FOREST,Showing search results: 5 records,5
105,105.0,BEDFORD,FRACKVILLE,Showing search results: 1 records,1
106,106.0,BEDFORD,GREENE,Showing search results: 8 records,8
107,107.0,BEDFORD,HOUTZDALE,Showing search results: 10 records,10
108,108.0,BEDFORD,HUNTINGDON,Showing search results: 8 records,8
109,109.0,BEDFORD,LAUREL HIGHLANDS,Showing search results: 5 records,5
110,110.0,BEDFORD,MAHANOY,Showing search results: 3 records,3
111,111.0,BEDFORD,MERCER,Showing search results: 4 records,4
112,112.0,BEDFORD,MUNCY,Showing search results: 7 records,7
113,113.0,BEDFORD,PHOENIX,Showing search results: 3 records,3
114,114.0,BEDFORD,PINE GROVE,Showing search results: 2 records,2
115,115.0,BEDFORD,QUEHANNA BOOT CAMP,Showing search results: no results found,0
116,116.0,BEDFORD,ROCKVIEW,Showing search results: 2 records,2
117,117.0,BEDFORD,SMITHFIELD,Showing search results: 8 records,8
118,118.0,BEDFORD,SOMERSET,Showing search results: 31 records,31
119,119.0,BEDFORD,WAYMART,Showing search results: 2 records,2
120,120.0,BERKS,ALBION,Showing search results: 27 records,27
121,121.0,BERKS,BENNER TOWNSHIP,Showing search results: 69 records,69
122,122.0,BERKS,CAMBRIDGE SPRINGS,Showing search results: 20 records,20
123,123.0,BERKS,CAMP HILL,Showing search results: 90 records,90
124,124.0,BERKS,CHESTER,Showing search results: 33 records,33
125,125.0,BERKS,COAL TOWNSHIP,Showing search results: 110 records,110
126,126.0,BERKS,DALLAS,Showing search results: 50 records,50
127,127.0,BERKS,FAYETTE,Showing search results: 41 records,41
128,128.0,BERKS,FOREST,Showing search results: 56 records,56
129,129.0,BERKS,FRACKVILLE,Showing search results: 94 records,94
130,130.0,BERKS,GREENE,Showing search results: 35 records,35
131,131.0,BERKS,HOUTZDALE,Showing search results: 73 records,73
132,132.0,BERKS,HUNTINGDON,Showing search results: 48 records,48
133,133.0,BERKS,LAUREL HIGHLANDS,Showing search results: 25 records,25
134,134.0,BERKS,MAHANOY,Showing search results: 148 records,148
135,135.0,BERKS,MERCER,Showing search results: 14 records,14
136,136.0,BERKS,MUNCY,Showing search results: 26 records,26
137,137.0,BERKS,PHOENIX,Showing search results: 117 records,117
138,138.0,BERKS,PINE GROVE,Showing search results: 31 records,31
139,139.0,BERKS,QUEHANNA BOOT CAMP,Showing search results: 10 records,10
140,140.0,BERKS,ROCKVIEW,Showing search results: 37 records,37
141,141.0,BERKS,SMITHFIELD,Showing search results: 53 records,53
142,142.0,BERKS,SOMERSET,Showing search results: 55 records,55
143,143.0,BERKS,WAYMART,Showing search results: 26 records,26
144,144.0,BLAIR,ALBION,Showing search results: 23 records,23
145,145.0,BLAIR,BENNER TOWNSHIP,Showing search results: 32 records,32
146,146.0,BLAIR,CAMBRIDGE SPRINGS,Showing search results: 20 records,20
147,147.0,BLAIR,CAMP HILL,Showing search results: 38 records,38
148,148.0,BLAIR,CHESTER,Showing search results: 6 records,6
149,149.0,BLAIR,COAL TOWNSHIP,Showing search results: 14 records,14
150,150.0,BLAIR,DALLAS,Showing search results: 10 records,10
151,151.0,BLAIR,FAYETTE,Showing search results: 19 records,19
152,152.0,BLAIR,FOREST,Showing search results: 23 records,23
153,153.0,BLAIR,FRACKVILLE,Showing search results: 4 records,4
154,154.0,BLAIR,GREENE,Showing search results: 18 records,18
155,155.0,BLAIR,HOUTZDALE,Showing search results: 56 records,56
156,156.0,BLAIR,HUNTINGDON,Showing search results: 44 records,44
157,157.0,BLAIR,LAUREL HIGHLANDS,Showing search results: 10 records,10
158,158.0,BLAIR,MAHANOY,Showing search results: 10 records,10
159,159.0,BLAIR,MERCER,Showing search results: 17 records,17
160,160.0,BLAIR,MUNCY,Showing search results: 26 records,26
161,161.0,BLAIR,PHOENIX,Showing search results: 11 records,11
162,162.0,BLAIR,PINE GROVE,Showing search results: 27 records,27
163,163.0,BLAIR,QUEHANNA BOOT CAMP,Showing search results: 8 records,8
164,164.0,BLAIR,ROCKVIEW,Showing search results: 19 records,19
165,165.0,BLAIR,SMITHFIELD,Showing search results: 22 records,22
166,166.0,BLAIR,SOMERSET,Showing search results: 31 records,31
167,167.0,BLAIR,WAYMART,Showing search results: 3 records,3
168,168.0,BRADFORD,ALBION,Showing search results: 7 records,7
169,169.0,BRADFORD,BENNER TOWNSHIP,Showing search results: 19 records,19
170,170.0,BRADFORD,CAMBRIDGE SPRINGS,Showing search results: 3 records,3
171,171.0,BRADFORD,CAMP HILL,Showing search results: 13 records,13
172,172.0,BRADFORD,CHESTER,Showing search results: 4 records,4
173,173.0,BRADFORD,COAL TOWNSHIP,Showing search results: 13 records,13
174,174.0,BRADFORD,DALLAS,Showing search results: 20 records,20
175,175.0,BRADFORD,FAYETTE,Showing search results: 5 records,5
176,176.0,BRADFORD,FOREST,Showing search results: 15 records,15
177,177.0,BRADFORD,FRACKVILLE,Showing search results: 4 records,4
178,178.0,BRADFORD,GREENE,Showing search results: 8 records,8
179,179.0,BRADFORD,HOUTZDALE,Showing search results: 11 records,11
180,180.0,BRADFORD,HUNTINGDON,Showing search results: 8 records,8
181,181.0,BRADFORD,LAUREL HIGHLANDS,Showing search results: 8 records,8
182,182.0,BRADFORD,MAHANOY,Showing search results: 6 records,6
183,183.0,BRADFORD,MERCER,Showing search results: 10 records,10
184,184.0,BRADFORD,MUNCY,Showing search results: 13 records,13
185,185.0,BRADFORD,PHOENIX,Showing search results: 8 records,8
186,186.0,BRADFORD,PINE GROVE,Showing search results: 2 records,2
187,187.0,BRADFORD,QUEHANNA BOOT CAMP,Showing search results: 3 records,3
188,188.0,BRADFORD,ROCKVIEW,Showing search results: 20 records,20
189,189.0,BRADFORD,SMITHFIELD,Showing search results: 8 records,8
190,190.0,BRADFORD,SOMERSET,Showing search results: 10 records,10
191,191.0,BRADFORD,WAYMART,Showing search results: 11 records,11
192,192.0,BUCKS,ALBION,Showing search results: 31 records,31
193,193.0,BUCKS,BENNER TOWNSHIP,Showing search results: 48 records,48
194,194.0,BUCKS,CAMBRIDGE SPRINGS,Showing search results: 17 records,17
195,195.0,BUCKS,CAMP HILL,Showing search results: 60 records,60
196,196.0,BUCKS,CHESTER,Showing search results: 35 records,35
197,197.0,BUCKS,COAL TOWNSHIP,Showing search results: 57 records,57
198,198.0,BUCKS,DALLAS,Showing search results: 51 records,51
199,199.0,BUCKS,FAYETTE,Showing search results: 25 records,25
200,200.0,BUCKS,FOREST,Showing search results: 42 records,42
201,201.0,BUCKS,FRACKVILLE,Showing search results: 27 records,27
202,202.0,BUCKS,GREENE,Showing search results: 32 records,32
203,203.0,BUCKS,HOUTZDALE,Showing search results: 56 records,56
204,204.0,BUCKS,HUNTINGDON,Showing search results: 30 records,30
205,205.0,BUCKS,LAUREL HIGHLANDS,Showing search results: 28 records,28
206,206.0,BUCKS,MAHANOY,Showing search results: 59 records,59
207,207.0,BUCKS,MERCER,Showing search results: 18 records,18
208,208.0,BUCKS,MUNCY,Showing search results: 50 records,50
209,209.0,BUCKS,PHOENIX,Showing search results: 141 records,141
210,210.0,BUCKS,PINE GROVE,Showing search results: 21 records,21
211,211.0,BUCKS,QUEHANNA BOOT CAMP,Showing search results: 10 records,10
212,212.0,BUCKS,ROCKVIEW,Showing search results: 29 records,29
213,213.0,BUCKS,SMITHFIELD,Showing search results: 14 records,14
214,214.0,BUCKS,SOMERSET,Showing search results: 49 records,49
215,215.0,BUCKS,WAYMART,Showing search results: 38 records,38
216,216.0,BUTLER,ALBION,Showing search results: 25 records,25
217,217.0,BUTLER,BENNER TOWNSHIP,Showing search results: 3 records,3
218,218.0,BUTLER,CAMBRIDGE SPRINGS,Showing search results: 7 records,7
219,219.0,BUTLER,CAMP HILL,Showing search results: no results found,0
220,220.0,BUTLER,CHESTER,Showing search results: 2 records,2
221,221.0,BUTLER,COAL TOWNSHIP,Showing search results: 3 records,3
222,222.0,BUTLER,DALLAS,Showing search results: 1 records,1
223,223.0,BUTLER,FAYETTE,Showing search results: 20 records,20
224,224.0,BUTLER,FOREST,Showing search results: 19 records,19
225,225.0,BUTLER,FRACKVILLE,Showing search results: no results found,0
226,226.0,BUTLER,GREENE,Showing search results: 26 records,26
227,227.0,BUTLER,HOUTZDALE,Showing search results: 12 records,12
228,228.0,BUTLER,HUNTINGDON,Showing search results: 5 records,5
229,229.0,BUTLER,LAUREL HIGHLANDS,Showing search results: 9 records,9
230,230.0,BUTLER,MAHANOY,Showing search results: no results found,0
231,231.0,BUTLER,MERCER,Showing search results: 29 records,29
232,232.0,BUTLER,MUNCY,Showing search results: 5 records,5
233,233.0,BUTLER,PHOENIX,Showing search results: 2 records,2
234,234.0,BUTLER,PINE GROVE,Showing search results: 5 records,5
235,235.0,BUTLER,QUEHANNA BOOT CAMP,Showing search results: 3 records,3
236,236.0,BUTLER,ROCKVIEW,Showing search results: 3 records,3
237,237.0,BUTLER,SMITHFIELD,Showing search results: 11 records,11
238,238.0,BUTLER,SOMERSET,Showing search results: 14 records,14
239,239.0,BUTLER,WAYMART,Showing search results: no results found,0
240,240.0,CAMBRIA,ALBION,Showing search results: 21 records,21
241,241.0,CAMBRIA,BENNER TOWNSHIP,Showing search results: 13 records,13
242,242.0,CAMBRIA,CAMBRIDGE SPRINGS,Showing search results: 13 records,13
243,243.0,CAMBRIA,CAMP HILL,Showing search results: 8 records,8
244,244.0,CAMBRIA,CHESTER,Showing search results: 6 records,6
245,245.0,CAMBRIA,COAL TOWNSHIP,Showing search results: 8 records,8
246,246.0,CAMBRIA,DALLAS,Showing search results: 5 records,5
247,247.0,CAMBRIA,FAYETTE,Showing search results: 16 records,16
248,248.0,CAMBRIA,FOREST,Showing search results: 14 records,14
249,249.0,CAMBRIA,FRACKVILLE,Showing search results: 3 records,3
250,250.0,CAMBRIA,GREENE,Showing search results: 25 records,25
251,251.0,CAMBRIA,HOUTZDALE,Showing search results: 36 records,36
252,252.0,CAMBRIA,HUNTINGDON,Showing search results: 11 records,11
253,253.0,CAMBRIA,LAUREL HIGHLANDS,Showing search results: 10 records,10
254,254.0,CAMBRIA,MAHANOY,Showing search results: 5 records,5
255,255.0,CAMBRIA,MERCER,Showing search results: 8 records,8
256,256.0,CAMBRIA,MUNCY,Showing search results: 8 records,8
257,257.0,CAMBRIA,PHOENIX,Showing search results: 10 records,10
258,258.0,CAMBRIA,PINE GROVE,Showing search results: 18 records,18
259,259.0,CAMBRIA,QUEHANNA BOOT CAMP,Showing search results: 6 records,6
260,260.0,CAMBRIA,ROCKVIEW,Showing search results: 11 records,11
261,261.0,CAMBRIA,SMITHFIELD,Showing search results: 8 records,8
262,262.0,CAMBRIA,SOMERSET,Showing search results: 53 records,53
263,263.0,CAMBRIA,WAYMART,Showing search results: 5 records,5
264,264.0,CAMERON,ALBION,Showing search results: 2 records,2
265,265.0,CAMERON,BENNER TOWNSHIP,Showing search results: 1 records,1
266,266.0,CAMERON,CAMBRIDGE SPRINGS,Showing search results: 2 records,2
267,267.0,CAMERON,CAMP HILL,Showing search results: no results found,0
268,268.0,CAMERON,CHESTER,Showing search results: no results found,0
269,269.0,CAMERON,COAL TOWNSHIP,Showing search results: 1 records,1
270,270.0,CAMERON,DALLAS,Showing search results: no results found,0
271,271.0,CAMERON,FAYETTE,Showing search results: no results found,0
272,272.0,CAMERON,FOREST,Showing search results: 4 records,4
273,273.0,CAMERON,FRACKVILLE,Showing search results: no results found,0
274,274.0,CAMERON,GREENE,Showing search results: no results found,0
275,275.0,CAMERON,HOUTZDALE,Showing search results: 2 records,2
276,276.0,CAMERON,HUNTINGDON,Showing search results: no results found,0
277,277.0,CAMERON,LAUREL HIGHLANDS,Showing search results: no results found,0
278,278.0,CAMERON,MAHANOY,Showing search results: no results found,0
279,279.0,CAMERON,MERCER,Showing search results: 1 records,1
280,280.0,CAMERON,MUNCY,Showing search results: no results found,0
281,281.0,CAMERON,PHOENIX,Showing search results: no results found,0
282,282.0,CAMERON,PINE GROVE,Showing search results: no results found,0
283,283.0,CAMERON,QUEHANNA BOOT CAMP,Showing search results: no results found,0
284,284.0,CAMERON,ROCKVIEW,Showing search results: no results found,0
285,285.0,CAMERON,SMITHFIELD,Showing search results: no results found,0
286,286.0,CAMERON,SOMERSET,Showing search results: no results found,0
287,287.0,CAMERON,WAYMART,Showing search results: no results found,0
288,288.0,CARBON,ALBION,Showing search results: 3 records,3
289,289.0,CARBON,BENNER TOWNSHIP,Showing search results: 5 records,5
290,290.0,CARBON,CAMBRIDGE SPRINGS,Showing search results: 2 records,2
291,291.0,CARBON,CAMP HILL,Showing search results: 10 records,10
292,292.0,CARBON,CHESTER,Showing search results: 6 records,6
293,293.0,CARBON,COAL TOWNSHIP,Showing search results: 8 records,8
294,294.0,CARBON,DALLAS,Showing search results: 5 records,5
295,295.0,CARBON,FAYETTE,Showing search results: 4 records,4
296,296.0,CARBON,FOREST,Showing search results: 9 records,9
297,297.0,CARBON,FRACKVILLE,Showing search results: 3 records,3
298,298.0,CARBON,GREENE,Showing search results: 4 records,4
299,299.0,CARBON,HOUTZDALE,Showing search results: 8 records,8
300,300.0,CARBON,HUNTINGDON,Showing search results: 4 records,4
301,301.0,CARBON,LAUREL HIGHLANDS,Showing search results: 2 records,2
302,302.0,CARBON,MAHANOY,Showing search results: 19 records,19
303,303.0,CARBON,MERCER,Showing search results: 2 records,2
304,304.0,CARBON,MUNCY,Showing search results: 5 records,5
305,305.0,CARBON,PHOENIX,Showing search results: 6 records,6
306,306.0,CARBON,PINE GROVE,Showing search results: 2 records,2
307,307.0,CARBON,QUEHANNA BOOT CAMP,Showing search results: 4 records,4
308,308.0,CARBON,ROCKVIEW,Showing search results: no results found,0
309,309.0,CARBON,SMITHFIELD,Showing search results: 1 records,1
310,310.0,CARBON,SOMERSET,Showing search results: 5 records,5
311,311.0,CARBON,WAYMART,Showing search results: 7 records,7
312,312.0,CENTRE,ALBION,Showing search results: 15 records,15
313,313.0,CENTRE,BENNER TOWNSHIP,Showing search results: 32 records,32
314,314.0,CENTRE,CAMBRIDGE SPRINGS,Showing search results: 3 records,3
315,315.0,CENTRE,CAMP HILL,Showing search results: 7 records,7
316,316.0,CENTRE,CHESTER,Showing search results: 4 records,4
317,317.0,CENTRE,COAL TOWNSHIP,Showing search results: 11 records,11
318,318.0,CENTRE,DALLAS,Showing search results: 2 records,2
319,319.0,CENTRE,FAYETTE,Showing search results: 8 records,8
320,320.0,CENTRE,FOREST,Showing search results: 18 records,18
321,321.0,CENTRE,FRACKVILLE,Showing search results: 2 records,2
322,322.0,CENTRE,GREENE,Showing search results: 8 records,8
323,323.0,CENTRE,HOUTZDALE,Showing search results: 20 records,20
324,324.0,CENTRE,HUNTINGDON,Showing search results: 11 records,11
325,325.0,CENTRE,LAUREL HIGHLANDS,Showing search results: 2 records,2
326,326.0,CENTRE,MAHANOY,Showing search results: 6 records,6
327,327.0,CENTRE,MERCER,Showing search results: 6 records,6
328,328.0,CENTRE,MUNCY,Showing search results: 9 records,9
329,329.0,CENTRE,PHOENIX,Showing search results: 2 records,2
330,330.0,CENTRE,PINE GROVE,Showing search results: 2 records,2
331,331.0,CENTRE,QUEHANNA BOOT CAMP,Showing search results: 1 records,1
332,332.0,CENTRE,ROCKVIEW,Showing search results: 21 records,21
333,333.0,CENTRE,SMITHFIELD,Showing search results: 4 records,4
334,334.0,CENTRE,SOMERSET,Showing search results: 9 records,9
335,335.0,CENTRE,WAYMART,Showing search results: 3 records,3
336,336.0,CHESTER,ALBION,Showing search results: 20 records,20
337,337.0,CHESTER,BENNER TOWNSHIP,Showing search results: 50 records,50
338,338.0,CHESTER,CAMBRIDGE SPRINGS,Showing search results: 17 records,17
339,339.0,CHESTER,CAMP HILL,Showing search results: 50 records,50
340,340.0,CHESTER,CHESTER,Showing search results: 36 records,36
341,341.0,CHESTER,COAL TOWNSHIP,Showing search results: 51 records,51
342,342.0,CHESTER,DALLAS,Showing search results: 33 records,33
343,343.0,CHESTER,FAYETTE,Showing search results: 27 records,27
344,344.0,CHESTER,FOREST,Showing search results: 27 records,27
345,345.0,CHESTER,FRACKVILLE,Showing search results: 35 records,35
346,346.0,CHESTER,GREENE,Showing search results: 23 records,23
347,347.0,CHESTER,HOUTZDALE,Showing search results: 48 records,48
348,348.0,CHESTER,HUNTINGDON,Showing search results: 47 records,47
349,349.0,CHESTER,LAUREL HIGHLANDS,Showing search results: 17 records,17
350,350.0,CHESTER,MAHANOY,Showing search results: 54 records,54
351,351.0,CHESTER,MERCER,Showing search results: 17 records,17
352,352.0,CHESTER,MUNCY,Showing search results: 33 records,33
353,353.0,CHESTER,PHOENIX,Showing search results: 120 records,120
354,354.0,CHESTER,PINE GROVE,Showing search results: 18 records,18
355,355.0,CHESTER,QUEHANNA BOOT CAMP,Showing search results: 4 records,4
356,356.0,CHESTER,ROCKVIEW,Showing search results: 34 records,34
357,357.0,CHESTER,SMITHFIELD,Showing search results: 13 records,13
358,358.0,CHESTER,SOMERSET,Showing search results: 49 records,49
359,359.0,CHESTER,WAYMART,Showing search results: 19 records,19
360,360.0,CLARION,ALBION,Showing search results: 12 records,12
361,361.0,CLARION,BENNER TOWNSHIP,Showing search results: no results found,0
362,362.0,CLARION,CAMBRIDGE SPRINGS,Showing search results: 5 records,5
363,363.0,CLARION,CAMP HILL,Showing search results: 7 records,7
364,364.0,CLARION,CHESTER,Showing search results: 4 records,4
365,365.0,CLARION,COAL TOWNSHIP,Showing search results: no results found,0
366,366.0,CLARION,DALLAS,Showing search results: 3 records,3
367,367.0,CLARION,FAYETTE,Showing search results: 7 records,7
368,368.0,CLARION,FOREST,Showing search results: 15 records,15
369,369.0,CLARION,FRACKVILLE,Showing search results: 1 records,1
370,370.0,CLARION,GREENE,Showing search results: 2 records,2
371,371.0,CLARION,HOUTZDALE,Showing search results: 8 records,8
372,372.0,CLARION,HUNTINGDON,Showing search results: no results found,0
373,373.0,CLARION,LAUREL HIGHLANDS,Showing search results: 3 records,3
374,374.0,CLARION,MAHANOY,Showing search results: 3 records,3
375,375.0,CLARION,MERCER,Showing search results: 17 records,17
376,376.0,CLARION,MUNCY,Showing search results: 4 records,4
377,377.0,CLARION,PHOENIX,Showing search results: 3 records,3
378,378.0,CLARION,PINE GROVE,Showing search results: 10 records,10
379,379.0,CLARION,QUEHANNA BOOT CAMP,Showing search results: 3 records,3
380,380.0,CLARION,ROCKVIEW,Showing search results: 1 records,1
381,381.0,CLARION,SMITHFIELD,Showing search results: 3 records,3
382,382.0,CLARION,SOMERSET,Showing search results: 4 records,4
383,383.0,CLARION,WAYMART,Showing search results: no results found,0
384,384.0,CLEARFIELD,ALBION,Showing search results: 17 records,17
385,385.0,CLEARFIELD,BENNER TOWNSHIP,Showing search results: 20 records,20
386,386.0,CLEARFIELD,CAMBRIDGE SPRINGS,Showing search results: 8 records,8
387,387.0,CLEARFIELD,CAMP HILL,Showing search results: 20 records,20
388,388.0,CLEARFIELD,CHESTER,Showing search results: 3 records,3
389,389.0,CLEARFIELD,COAL TOWNSHIP,Showing search results: 11 records,11
390,390.0,CLEARFIELD,DALLAS,Showing search results: 2 records,2
391,391.0,CLEARFIELD,FAYETTE,Showing search results: 17 records,17
392,392.0,CLEARFIELD,FOREST,Showing search results: 26 records,26
393,393.0,CLEARFIELD,FRACKVILLE,Showing search results: 2 records,2
394,394.0,CLEARFIELD,GREENE,Showing search results: 17 records,17
395,395.0,CLEARFIELD,HOUTZDALE,Showing search results: 51 records,51
396,396.0,CLEARFIELD,HUNTINGDON,Showing search results: 6 records,6
397,397.0,CLEARFIELD,LAUREL HIGHLANDS,Showing search results: 10 records,10
398,398.0,CLEARFIELD,MAHANOY,Showing search results: 8 records,8
399,399.0,CLEARFIELD,MERCER,Showing search results: 15 records,15
400,400.0,CLEARFIELD,MUNCY,Showing search results: 29 records,29
401,401.0,CLEARFIELD,PHOENIX,Showing search results: 11 records,11
402,402.0,CLEARFIELD,PINE GROVE,Showing search results: 12 records,12
403,403.0,CLEARFIELD,QUEHANNA BOOT CAMP,Showing search results: 2 records,2
404,404.0,CLEARFIELD,ROCKVIEW,Showing search results: 15 records,15
405,405.0,CLEARFIELD,SMITHFIELD,Showing search results: 4 records,4
406,406.0,CLEARFIELD,SOMERSET,Showing search results: 13 records,13
407,407.0,CLEARFIELD,WAYMART,Showing search results: 4 records,4
408,408.0,CLINTON,ALBION,Showing search results: 1 records,1
409,409.0,CLINTON,BENNER TOWNSHIP,Showing search results: 10 records,10
