County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Cumberland,07/25/2020,0,0.1,70,253370,0,0.06,27.63,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Monroe,07/22/2020,0,0.3,126,170271,0,0.17,74,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Somerset,07/14/2020,0,0,1,73447,0,0,1.36,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Fulton,03/24/2020,0,,0,14530,0,,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Huntingdon,05/24/2020,0,0.1,2,45144,0,0.32,4.43,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lebanon,06/06/2020,1,0.4,39,141793,0.71,0.3,27.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Luzerne,09/26/2020,0,0.1,190,317417,0,0.05,59.86,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Tioga,06/23/2020,0,0,2,40591,0,0,4.93,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Somerset,05/31/2020,0,0,1,73447,0,0,1.36,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Centre,08/25/2020,0,0,11,162385,0,0,6.77,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Mifflin,03/25/2020,0,0,0,46138,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Fulton,03/18/2020,0,,0,14530,0,,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Cameron,10/17/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Erie,07/23/2020,1,0.1,15,269728,0.37,0.05,5.56,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Potter,07/31/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lawrence,08/09/2020,0,0.1,17,85512,0,0.17,19.88,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Forest,06/17/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Huntingdon,09/22/2020,0,0,6,45144,0,0,13.29,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cumberland,11/22/2020,7,4.4,130,253370,2.76,1.75,51.31,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Wayne,07/15/2020,0,0,9,51361,0,0,17.52,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Chester,11/23/2020,1,1.6,403,524989,0.19,0.3,76.76,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Snyder,09/07/2020,0,0,3,40372,0,0,7.43,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Bradford,10/23/2020,1,0.9,16,60323,1.66,1.42,26.52,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lebanon,05/03/2020,1,0.7,16,141793,0.71,0.5,11.28,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Warren,06/07/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Venango,11/23/2020,0,0.1,9,50668,0,0.28,17.76,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Huntingdon,07/03/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Armstrong,07/26/2020,0,0,6,64735,0,0,9.27,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lehigh,04/02/2020,1,0.3,5,369318,0.27,0.08,1.35,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Carbon,06/18/2020,0,0,25,64182,0,0,38.95,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Mifflin,07/15/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Potter,05/15/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
York,05/02/2020,0,0.6,14,449058,0,0.13,3.12,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Allegheny,06/10/2020,0,0.6,181,1216045,0,0.05,14.88,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Northampton,06/09/2020,2,1.4,250,305285,0.66,0.47,81.89,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Huntingdon,12/03/2020,3,0.7,70,45144,6.65,1.58,155.06,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Franklin,04/10/2020,0,0,0,155027,0,0,0,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Westmoreland,04/26/2020,0,1.1,32,348899,0,0.33,9.17,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Bradford,03/30/2020,0,0,0,60323,0,0,0,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Warren,05/07/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Mifflin,08/26/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Schuylkill,05/02/2020,0,0.7,12,141359,0,0.51,8.49,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Elk,06/17/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Jefferson,10/19/2020,0,0.1,4,43425,0,0.33,9.21,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Pike,08/07/2020,0,0,22,55809,0,0,39.42,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Clearfield,08/26/2020,0,0,1,79255,0,0,1.26,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Allegheny,09/27/2020,0,1,373,1216045,0,0.08,30.67,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Union,11/04/2020,0,0,12,44923,0,0,26.71,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Adams,05/16/2020,0,0,5,103009,0,0,4.85,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Tioga,08/30/2020,0,0,3,40591,0,0,7.39,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Pike,06/15/2020,0,0,20,55809,0,0,35.84,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Clearfield,10/18/2020,0,0,7,79255,0,0,8.83,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Sullivan,07/18/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Indiana,07/03/2020,0,0,6,84073,0,0,7.14,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Clarion,11/08/2020,0,0,4,38438,0,0,10.41,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Franklin,05/31/2020,1,0.7,40,155027,0.65,0.46,25.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Warren,04/08/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Chester,07/23/2020,0,0.7,346,524989,0,0.14,65.91,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Juniata,05/29/2020,0,0,4,24763,0,0,16.15,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Bradford,05/31/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Mercer,08/31/2020,0,0,14,109424,0,0,12.79,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Cameron,09/05/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Potter,05/07/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lawrence,10/23/2020,1,1.1,37,85512,1.17,1.34,43.27,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Luzerne,04/01/2020,0,0.4,4,317417,0,0.14,1.26,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Sullivan,11/15/2020,0,0,1,6066,0,0,16.49,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Northampton,07/06/2020,0,0.7,282,305285,0,0.23,92.37,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,05/25/2020,0,0,38,348899,0,0,10.89,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Jefferson,06/12/2020,0,0.1,1,43425,0,0.33,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
McKean,06/03/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Elk,05/12/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Franklin,06/26/2020,0,0,45,155027,0,0,29.03,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Blair,05/19/2020,0,0,1,121829,0,0,0.82,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Lawrence,10/29/2020,3,0.7,41,85512,3.51,0.84,47.95,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Jefferson,07/31/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Armstrong,06/27/2020,0,0,6,64735,0,0,9.27,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Northampton,04/19/2020,2,1.1,39,305285,0.66,0.37,12.77,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wayne,08/19/2020,0,0,11,51361,0,0,21.42,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Chester,07/07/2020,0,0.1,336,524989,0,0.03,64,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lancaster,05/31/2020,2,2.9,318,545724,0.37,0.52,58.27,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Fulton,08/26/2020,0,0,2,14530,0,0,13.76,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Tioga,07/20/2020,0,0,2,40591,0,0,4.93,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Armstrong,05/28/2020,0,0.3,5,64735,0,0.44,7.72,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Centre,07/11/2020,0,0,9,162385,0,0,5.54,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pike,10/08/2020,0,0.1,23,55809,0,0.26,41.21,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
McKean,05/03/2020,0,0,0,40625,0,0,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Monroe,10/21/2020,0,0.1,135,170271,0,0.08,79.29,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Pike,09/30/2020,0,0,22,55809,0,0,39.42,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Juniata,09/17/2020,0,0.1,7,24763,0,0.58,28.27,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Armstrong,03/20/2020,0,,0,64735,0,,0,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Elk,11/12/2020,0,0.1,3,29910,0,0.48,10.03,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Allegheny,08/25/2020,3,2.7,325,1216045,0.25,0.22,26.73,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Cameron,12/06/2020,0,0.3,2,4447,0,6.42,44.97,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Forest,09/30/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lawrence,05/30/2020,0,0.1,9,85512,0,0.17,10.52,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Potter,03/23/2020,0,,0,16526,0,,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Allegheny,10/30/2020,0,1.9,434,1216045,0,0.15,35.69,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Bedford,07/10/2020,0,0,4,47888,0,0,8.35,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Washington,09/12/2020,0,0,28,206865,0,0,13.54,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
McKean,03/21/2020,0,,0,40625,0,,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Sullivan,03/26/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Dauphin,03/22/2020,0,,0,278299,0,,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Jefferson,12/02/2020,0,0.3,10,43425,0,0.66,23.03,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,03/30/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clarion,07/10/2020,0,0,2,38438,0,0,5.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Westmoreland,05/07/2020,1,0.3,36,348899,0.29,0.08,10.32,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Butler,04/01/2020,0,0,1,187853,0,0,0.53,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Centre,10/12/2020,0,0.4,15,162385,0,0.26,9.24,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Potter,05/06/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Indiana,03/26/2020,0,0,0,84073,0,0,0,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Somerset,07/06/2020,0,0,1,73447,0,0,1.36,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Fayette,08/18/2020,0,0,6,129274,0,0,4.64,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Bradford,07/08/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Monroe,10/27/2020,0,0,135,170271,0,0,79.29,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Blair,07/26/2020,0,0.3,3,121829,0,0.23,2.46,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Carbon,03/23/2020,0,,0,64182,0,,0,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Columbia,07/14/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Mercer,10/13/2020,0,0,26,109424,0,0,23.76,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Fayette,04/16/2020,0,0.1,3,129274,0,0.11,2.32,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Franklin,10/08/2020,0,0.1,53,155027,0,0.09,34.19,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Fulton,12/24/2020,0,0.1,10,14530,0,0.98,68.82,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Tioga,10/26/2020,0,0,3,40591,0,0,7.39,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
McKean,12/09/2020,0,0.4,8,40625,0,1.05,19.69,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Perry,07/06/2020,0,0,5,46272,0,0,10.81,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Cambria,08/04/2020,0,0,3,130192,0,0,2.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Union,09/18/2020,0,0,6,44923,0,0,13.36,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Clearfield,05/29/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Sullivan,09/28/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Armstrong,07/13/2020,0,0,6,64735,0,0,9.27,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Philadelphia,03/27/2020,5,1.1,8,1584064,0.32,0.07,0.51,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Elk,03/30/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Fulton,10/20/2020,0,0.1,3,14530,0,0.98,20.65,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
McKean,10/05/2020,0,0,2,40625,0,0,4.92,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Bedford,08/08/2020,0,0,4,47888,0,0,8.35,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Potter,08/12/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northampton,10/11/2020,0,0.1,311,305285,0,0.05,101.87,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Clinton,06/19/2020,0,0.1,5,38632,0,0.37,12.94,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Sullivan,06/04/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bedford,03/26/2020,0,0,0,47888,0,0,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Bedford,09/03/2020,0,0.1,6,47888,0,0.3,12.53,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Wayne,07/21/2020,0,0,9,51361,0,0,17.52,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Wayne,10/20/2020,0,0,12,51361,0,0,23.36,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Bucks,06/16/2020,2,1.6,561,628270,0.32,0.25,89.29,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Clearfield,05/28/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Fayette,08/05/2020,0,0,5,129274,0,0,3.87,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Adams,09/03/2020,0,0.1,24,103009,0,0.14,23.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Northumberland,04/18/2020,1,0.1,1,90843,1.1,0.16,1.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Huntingdon,04/22/2020,0,0,0,45144,0,0,0,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Huntingdon,11/24/2020,0,1.7,63,45144,0,3.8,139.55,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Beaver,05/25/2020,0,0.4,76,163929,0,0.26,46.36,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Crawford,10/08/2020,0,0,3,84629,0,0,3.54,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Perry,07/04/2020,0,0,5,46272,0,0,10.81,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Cumberland,06/30/2020,0,0.1,65,253370,0,0.06,25.65,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
McKean,08/06/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Montour,06/28/2020,0,0,1,18230,0,0,5.49,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Lycoming,09/08/2020,0,0,25,113299,0,0,22.07,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Adams,08/10/2020,1,0.3,22,103009,0.97,0.28,21.36,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Greene,05/09/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Montour,07/25/2020,0,0,3,18230,0,0,16.46,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
York,03/31/2020,0,0,0,449058,0,0,0,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Wyoming,12/19/2020,0,0,29,26794,0,0,108.23,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Columbia,12/16/2020,1,0.4,58,64964,1.54,0.66,89.28,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Indiana,08/08/2020,0,0.1,7,84073,0,0.17,8.33,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Huntingdon,05/04/2020,0,0,0,45144,0,0,0,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Warren,11/23/2020,0,0,1,39191,0,0,2.55,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Indiana,07/04/2020,0,0,6,84073,0,0,7.14,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Potter,07/02/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Erie,06/11/2020,0,0.3,9,269728,0,0.11,3.34,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Juniata,07/19/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Monroe,03/30/2020,0,1,8,170271,0,0.59,4.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Snyder,06/29/2020,0,0,2,40372,0,0,4.95,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Huntingdon,07/22/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Clearfield,05/08/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Union,06/21/2020,0,0,2,44923,0,0,4.45,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Crawford,07/12/2020,0,0,1,84629,0,0,1.18,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Wayne,04/14/2020,1,0.1,1,51361,1.95,0.28,1.95,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Columbia,05/17/2020,0,0.3,30,64964,0,0.44,46.18,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Pike,04/05/2020,1,0.3,3,55809,1.79,0.51,5.38,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Fulton,11/05/2020,0,0,4,14530,0,0,27.53,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Franklin,08/08/2020,0,0,47,155027,0,0,30.32,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Juniata,04/04/2020,0,0,0,24763,0,0,0,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Cambria,11/11/2020,1,1.7,27,130192,0.77,1.32,20.74,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
