County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Armstrong,11/29/2020,1,0.9,50,64735,1.54,1.32,77.24,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Somerset,02/25/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,02/19/2021,1,1.7,754,369318,0.27,0.46,204.16,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cumberland,12/25/2020,2,4.3,307,253370,0.79,1.69,121.17,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Clinton,01/22/2021,1,0.3,52,38632,2.59,0.74,134.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Venango,03/04/2021,2,0.6,87,50668,3.95,1.13,171.71,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Mercer,02/05/2021,0,0.6,234,109424,0,0.52,213.85,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Tioga,02/27/2021,0,0,94,40591,0,0,231.58,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lehigh,10/31/2020,0,0.3,370,369318,0,0.08,100.18,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Fayette,03/02/2021,2,0.4,270,129274,1.55,0.33,208.86,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Mercer,01/21/2021,0,1.3,219,109424,0,1.17,200.14,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Somerset,12/21/2020,0,3.1,77,73447,0,4.28,104.84,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Washington,01/25/2021,4,3.9,220,206865,1.93,1.86,106.35,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Northampton,02/20/2021,4,1.9,641,305285,1.31,0.61,209.97,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
York,12/24/2020,7,8.1,426,449058,1.56,1.81,94.87,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cambria,01/04/2021,5,4,325,130192,3.84,3.07,249.63,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Philadelphia,02/06/2021,5,7.9,3040,1584064,0.32,0.5,191.91,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Cambria,02/24/2021,1,1,396,130192,0.77,0.77,304.17,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Perry,03/01/2021,0,0.3,86,46272,0,0.62,185.86,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Somerset,12/03/2020,2,1.3,27,73447,2.72,1.75,36.76,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,02/01/2021,1,1.3,182,73447,1.36,1.75,247.8,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Juniata,01/12/2021,0,0.6,74,24763,0,2.31,298.83,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Cumberland,12/12/2020,4,6,244,253370,1.58,2.37,96.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,12/23/2020,3,3,83,73447,4.08,4.08,113.01,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Washington,01/05/2021,1,2.3,158,206865,0.48,1.1,76.38,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Somerset,02/22/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,11/30/2020,2,0.9,22,73447,2.72,1.17,29.95,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Juniata,01/08/2021,0,0.6,72,24763,0,2.31,290.76,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Armstrong,11/24/2020,1,0.9,45,64735,1.54,1.32,69.51,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Juniata,01/03/2021,1,1.1,70,24763,4.04,4.62,282.68,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Lehigh,02/20/2021,1,1.6,755,369318,0.27,0.43,204.43,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,01/16/2021,0,0.3,27,36233,0,0.79,74.52,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Franklin,02/20/2021,1,0.3,319,155027,0.65,0.18,205.77,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,06/08/2020,1,2.6,274,369318,0.27,0.7,74.19,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Mercer,01/26/2021,2,1.1,227,109424,1.83,1.04,207.45,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clarion,02/25/2021,0,0.1,83,38438,0,0.37,215.93,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Armstrong,01/01/2021,1,0.7,77,64735,1.54,1.1,118.95,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Cambria,01/08/2021,3,4.3,343,130192,2.3,3.29,263.46,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Armstrong,11/17/2020,1,0.9,39,64735,1.54,1.32,60.25,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lawrence,02/27/2021,0,0.3,185,85512,0,0.33,216.34,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Tioga,01/25/2021,0,0.1,89,40591,0,0.35,219.26,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Mifflin,11/16/2020,2,2.4,23,46138,4.33,5.26,49.85,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lehigh,05/12/2020,6,5.3,178,369318,1.62,1.43,48.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,12/19/2020,1,3.4,70,73447,1.36,4.67,95.31,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,06/28/2020,3,2.4,307,369318,0.81,0.66,83.13,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Juniata,01/04/2021,0,1,70,24763,0,4.04,282.68,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Venango,01/15/2021,2,1.1,68,50668,3.95,2.26,134.21,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lehigh,09/19/2020,0,0.1,355,369318,0,0.04,96.12,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,01/14/2021,1,0.4,27,36233,2.76,1.18,74.52,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lehigh,07/04/2020,0,1.9,317,369318,0,0.5,85.83,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Juniata,12/22/2020,2,1.4,45,24763,8.08,5.77,181.72,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Washington,01/02/2021,2,2.7,151,206865,0.97,1.31,72.99,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Indiana,02/22/2021,0,0.6,160,84073,0,0.68,190.31,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Clinton,02/10/2021,0,0.1,54,38632,0,0.37,139.78,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Washington,01/03/2021,3,2.6,154,206865,1.45,1.24,74.44,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Greene,01/18/2021,0,0.1,27,36233,0,0.39,74.52,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Pennsylvania,04/20/2020,140,137.7,2020,12801989,1.09,1.08,15.78,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cumberland,12/17/2020,7,5,269,253370,2.76,1.97,106.17,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,12/29/2020,6,4.6,330,253370,2.37,1.8,130.24,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Luzerne,03/05/2021,0,0.7,744,317417,0,0.23,234.39,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Juniata,12/29/2020,0,2.6,63,24763,0,10.38,254.41,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Clinton,12/04/2020,0,0.4,15,38632,0,1.11,38.83,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Clinton,01/11/2021,0,1.6,46,38632,0,4.07,119.07,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,10/17/2020,1,0.3,365,369318,0.27,0.08,98.83,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,10/27/2020,0,0.4,369,369318,0,0.12,99.91,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Armstrong,11/19/2020,1,1.1,41,64735,1.54,1.77,63.34,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
York,01/19/2021,4,7,617,449058,0.89,1.56,137.4,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cambria,02/05/2021,2,0.9,379,130192,1.54,0.66,291.11,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Venango,03/05/2021,0,0.6,87,50668,0,1.13,171.71,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Greene,01/17/2021,0,0.1,27,36233,0,0.39,74.52,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lehigh,08/09/2020,0,0.1,345,369318,0,0.04,93.42,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,11/12/2020,0,0.3,10,38632,0,0.74,25.89,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Washington,01/30/2021,1,3.1,231,206865,0.48,1.52,111.67,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Beaver,02/28/2021,1,0.9,351,163929,0.61,0.52,214.12,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Fayette,03/03/2021,0,0.4,270,129274,0,0.33,208.86,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lehigh,08/13/2020,0,0.4,348,369318,0,0.12,94.23,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,10/23/2020,1,0.6,368,369318,0.27,0.15,99.64,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Juniata,01/10/2021,1,0.4,73,24763,4.04,1.73,294.79,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Lehigh,08/12/2020,0,0.4,348,369318,0,0.12,94.23,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Washington,01/22/2021,1,4.3,208,206865,0.48,2.07,100.55,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Columbia,02/28/2021,0,0.1,124,64964,0,0.22,190.87,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Juniata,01/01/2021,1,2.1,68,24763,4.04,8.65,274.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Washington,02/15/2021,2,1.3,254,206865,0.97,0.62,122.79,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Perry,01/07/2021,2,2,59,46272,4.32,4.32,127.51,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Forest,02/11/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Armstrong,12/05/2020,0,0.3,51,64735,0,0.44,78.78,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Beaver,03/02/2021,0,0.7,351,163929,0,0.44,214.12,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Fulton,02/25/2021,0,0,14,14530,0,0,96.35,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Somerset,12/29/2020,6,4.1,109,73447,8.17,5.64,148.41,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Greene,01/23/2021,0,0.4,30,36233,0,1.18,82.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lehigh,05/30/2020,1,2,252,369318,0.27,0.54,68.23,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Armstrong,12/26/2020,0,0.7,72,64735,0,1.1,111.22,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Armstrong,12/21/2020,1,0.6,68,64735,1.54,0.88,105.04,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Juniata,12/31/2020,3,2.1,67,24763,12.11,8.65,270.56,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Armstrong,12/02/2020,1,0.7,51,64735,1.54,1.1,78.78,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Potter,02/02/2021,0,0.1,20,16526,0,0.86,121.02,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Philadelphia,01/28/2021,7,10.3,2966,1584064,0.44,0.65,187.24,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Cambria,01/20/2021,1,2,368,130192,0.77,1.54,282.66,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,01/17/2021,1,1.9,363,130192,0.77,1.43,278.82,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,02/04/2021,0,0.7,377,130192,0,0.55,289.57,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Clinton,12/09/2020,0,0.4,17,38632,0,1.11,44,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Beaver,03/01/2021,0,0.9,351,163929,0,0.52,214.12,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Columbia,02/25/2021,0,0,123,64964,0,0,189.34,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Perry,12/30/2020,2,1.4,41,46272,4.32,3.09,88.61,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bedford,02/27/2021,0,0,129,47888,0,0,269.38,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Clinton,11/24/2020,0,0.1,12,38632,0,0.37,31.06,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Armstrong,12/31/2020,0,0.6,76,64735,0,0.88,117.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Clinton,02/18/2021,0,0.1,56,38632,0,0.37,144.96,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Monroe,02/25/2021,0,0.3,266,170271,0,0.17,156.22,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Cumberland,12/06/2020,12,7,214,253370,4.74,2.76,84.46,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,02/24/2021,1,1,483,253370,0.39,0.39,190.63,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Butler,02/27/2021,0,0.3,369,187853,0,0.15,196.43,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Washington,01/19/2021,2,3.7,195,206865,0.97,1.8,94.26,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Armstrong,12/24/2020,3,0.7,72,64735,4.63,1.1,111.22,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Erie,10/19/2020,0,0.1,39,269728,0,0.05,14.46,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Mercer,01/18/2021,2,1.3,217,109424,1.83,1.17,198.31,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Pennsylvania,11/06/2020,42,40.3,9254,12801989,0.33,0.31,72.29,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clinton,12/19/2020,2,0.9,24,38632,5.18,2.22,62.12,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Sullivan,01/22/2021,1,0.3,10,6066,16.49,4.71,164.85,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Armstrong,02/24/2021,0,0,116,64735,0,0,179.19,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Perry,01/05/2021,2,2.1,54,46272,4.32,4.63,116.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wyoming,01/26/2021,0,0,36,26794,0,0,134.36,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northampton,02/23/2021,1,1.7,646,305285,0.33,0.56,211.61,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Franklin,02/21/2021,2,0.4,321,155027,1.29,0.28,207.06,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,09/18/2020,0,0.1,355,369318,0,0.04,96.12,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,09/04/2020,0,0.1,353,369318,0,0.04,95.58,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pike,01/21/2021,0,0.4,42,55809,0,0.77,75.26,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Huntingdon,01/09/2021,0,0.6,98,45144,0,1.27,217.08,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lehigh,07/22/2020,0,0.3,339,369318,0,0.08,91.79,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Beaver,03/03/2021,0,0.4,351,163929,0,0.26,214.12,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Luzerne,03/04/2021,2,1,744,317417,0.63,0.32,234.39,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Union,02/25/2021,0,0.1,81,44923,0,0.32,180.31,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Armstrong,12/03/2020,0,0.6,51,64735,0,0.88,78.78,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lehigh,11/18/2020,1,0.7,380,369318,0.27,0.19,102.89,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Washington,01/31/2021,2,2.4,233,206865,0.97,1.17,112.63,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Berks,02/20/2021,5,2.7,900,421164,1.19,0.64,213.69,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cumberland,12/24/2020,2,5.1,305,253370,0.79,2.03,120.38,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lehigh,08/03/2020,1,0.7,345,369318,0.27,0.19,93.42,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Dauphin,12/06/2020,4,2.6,245,278299,1.44,0.92,88.03,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Armstrong,12/17/2020,2,1.1,67,64735,3.09,1.77,103.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Somerset,12/30/2020,1,3.9,110,73447,1.36,5.25,149.77,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Warren,02/28/2021,0,0.1,98,39191,0,0.36,250.06,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Somerset,12/31/2020,4,4.3,114,73447,5.45,5.84,155.21,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Fulton,02/02/2021,0,0,13,14530,0,0,89.47,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Clinton,11/11/2020,0,0.3,10,38632,0,0.74,25.89,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Juniata,02/25/2021,0,0,80,24763,0,0,323.06,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Tioga,02/24/2021,0,0,94,40591,0,0,231.58,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lycoming,12/31/2020,3,2.9,153,113299,2.65,2.52,135.04,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Northampton,02/15/2021,2,2.4,631,305285,0.66,0.8,206.69,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Mercer,02/06/2021,2,0.9,236,109424,1.83,0.78,215.67,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Somerset,12/18/2020,3,3.6,69,73447,4.08,4.86,93.95,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,07/03/2020,1,2,317,369318,0.27,0.54,85.83,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Warren,01/09/2021,3,1.9,75,39191,7.65,4.74,191.37,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Mercer,01/22/2021,1,1.3,220,109424,0.91,1.17,201.05,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,05/15/2020,5,6,199,369318,1.35,1.62,53.88,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Mercer,02/10/2021,0,0.4,237,109424,0,0.39,216.59,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Somerset,12/20/2020,7,4,77,73447,9.53,5.45,104.84,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,08/30/2020,1,0.3,353,369318,0.27,0.08,95.58,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,06/03/2020,3,2.7,265,369318,0.81,0.73,71.75,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cambria,01/25/2021,0,1,372,130192,0,0.77,285.73,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Centre,12/29/2020,2,1.4,148,162385,1.23,0.88,91.14,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Somerset,01/23/2021,2,2,172,73447,2.72,2.72,234.18,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,02/04/2021,0,0.9,183,73447,0,1.17,249.16,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,01/20/2021,5,2.3,168,73447,6.81,3.11,228.74,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,08/07/2020,0,0.3,345,369318,0,0.08,93.42,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,11/09/2020,0,0.4,10,38632,0,1.11,25.89,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Clinton,01/03/2021,1,1.3,35,38632,2.59,3.33,90.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,06/01/2020,2,2,256,369318,0.54,0.54,69.32,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,12/28/2020,2,3.7,103,73447,2.72,5.06,140.24,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,05/26/2020,4,4.1,246,369318,1.08,1.12,66.61,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Berks,02/15/2021,3,2.3,887,421164,0.71,0.54,210.61,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Clinton,02/06/2021,0,0.1,54,38632,0,0.37,139.78,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Bradford,03/06/2021,0,0,79,60323,0,0,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Erie,02/25/2021,1,0.4,380,269728,0.37,0.16,140.88,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Washington,01/26/2021,2,3.9,222,206865,0.97,1.86,107.32,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lehigh,04/20/2020,4,3.1,54,369318,1.08,0.85,14.62,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,12/14/2020,6,3.1,55,73447,8.17,4.28,74.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,01/26/2021,4,2,177,73447,5.45,2.72,240.99,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,02/14/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,10/20/2020,0,0.4,366,369318,0,0.12,99.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bedford,02/24/2021,0,0,129,47888,0,0,269.38,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Somerset,01/24/2021,0,1.7,172,73447,0,2.33,234.18,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
York,02/04/2021,2,3.7,687,449058,0.45,0.83,152.99,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lehigh,06/25/2020,2,1.6,300,369318,0.54,0.43,81.23,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,06/06/2020,0,2.1,267,369318,0,0.58,72.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Adams,03/04/2021,0,0.4,153,103009,0,0.42,148.53,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Lehigh,04/29/2020,6,6,108,369318,1.62,1.62,29.24,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,11/05/2020,0,0.6,374,369318,0,0.15,101.27,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Northampton,02/18/2021,2,1.7,636,305285,0.66,0.56,208.33,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
York,12/28/2020,12,8.7,460,449058,2.67,1.94,102.44,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lehigh,11/27/2020,2,2.4,399,369318,0.54,0.66,108.04,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Mercer,02/04/2021,0,0.7,234,109424,0,0.65,213.85,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,08/25/2020,0,0.4,352,369318,0,0.12,95.31,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,02/05/2021,0,0.3,183,73447,0,0.39,249.16,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Indiana,02/24/2021,0,0.3,160,84073,0,0.34,190.31,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lehigh,09/28/2020,1,0.3,358,369318,0.27,0.08,96.94,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,12/13/2020,3,2.7,49,73447,4.08,3.7,66.71,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mercer,02/20/2021,0,0,238,109424,0,0,217.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mercer,02/19/2021,0,0,238,109424,0,0,217.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mercer,02/16/2021,0,0.1,238,109424,0,0.13,217.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mercer,02/18/2021,0,0.1,238,109424,0,0.13,217.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,11/08/2020,0,0.4,374,369318,0,0.12,101.27,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,02/21/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,09/01/2020,0,0.1,353,369318,0,0.04,95.58,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,07/11/2020,1,2.4,334,369318,0.27,0.66,90.44,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
